drug_id	drug_name	rxnorm_id	drugbank_id	chebi_id
19015602	Nefopam	7285	DB12293	88318
19060837	Racemethionine	9100	DB13972	16811
19110711	Flufenamic Acid	4453	DB02266	42638
1555120	Fludrocortisone	4452	DB00687	50885
1755112	Flucytosine	4451	DB01099	5100
1754994	Fluconazole	4450	DB00196	46081
19055153	Flumazenil	4457	DB01205	5103
929983	monobenzone	17145	DB00600	34380
19035631	Calcitriol	1894	DB00136	17823
19018544	Calcium	1895	DB01373	29320
19055183	Flunarizine	4459	DB04841	135652
19055156	Flumethasone	4458	DB00663	34764
1544838	Insulin, Glulisine, Human	400008	DB01309	\N
1750500	Clarithromycin	21212	DB01211	3732
19095727	fenproporex	24867	DB01550	134837
782043	Isoflurane	6026	DB00753	6015
1588986	insulin human, rDNA origin	631657	DB00030	5931
927322	potassium nitrate	34316	DB11090	63043
44818466	ceritinib	1535457	DB09063	78432
19088223	Amdinocillin Pivoxil	627	DB01605	51210
42899439	LANOLIN OIL	1309249	DB11112	\N
1553610	Levocarnitine	42955	DB00583	16347
1378382	Paclitaxel	56946	DB01229	45863
1391307	Saw palmetto extract	236344	DB14360	\N
1126658	Hydromorphone	3423	DB00327	5790
43012417	pasireotide	1364105	DB06663	72312
740275	Carbamazepine	2002	DB00564	3387
914310	1-octacosanol	12166	DB11220	28243
916943	tegaserod	139778	DB01079	51043
19059654	alvimopan	480639	DB06274	135686
45892075	palbociclib	1601374	DB09073	85993
954819	cevimeline	44281	DB00185	3568
1760616	Quinine	9071	DB00468	15854
19039298	sevoflurane	36453	DB01236	9130
1308368	Midodrine	6963	DB00211	6933
45775526	lithium hydroxide	1546376	DB14506	33979
1837289	Thiabendazole	10450	DB00730	45979
1836191	Streptomycin	10109	DB01082	17076
19066774	Serine	9671	DB00133	33384
1385800	yohimbine	220982	DB01392	10093
1750461	Praziquantel	8628	DB01058	91583
984232	Isotretinoin	6064	DB00982	6067
19099102	KOREAN GINSENG ROOT	260038	DB01404	\N
19001701	Thyrotropin-Releasing Hormone	10580	DB09421	35940
1501700	levothyroxine	10582	DB00451	18332
19008012	Tiapride	10588	DB13025	94666
19025281	Pipecuronium	33742	DB01338	8230
1549686	fluvastatin	41127	DB01095	5136
19071968	Creatinine	2913	DB11846	16737
19023286	phenacemide	33253	DB01121	8049
712757	Amobarbital	719	DB01351	2673
19080427	cyclopentamine	59094	DB08999	134766
912362	Ammonium Chloride	712	DB06767	31206
1733765	sparfloxacin	18469	DB01208	9212
19089579	difluprednate	23043	DB06781	31485
19050488	Etomidate	4177	DB00292	4910
1150345	meloxicam	41493	DB00814	6741
42874212	elvitegravir	1306286	DB09101	72289
19023835	BCG, Live, Connaught Strain	76469	DB10804	\N
19058933	erdosteine	24305	DB05057	135014
19112518	adrafinil	45938	DB08925	\N
942799	trimethobenzamide	38685	DB00662	27796
19069103	ifenprodil	27403	DB08954	93829
19113060	Hexobendine	5303	DB13265	135843
19068969	Hexoprenaline	5307	DB08957	\N
19025693	plasma protein fraction	33835	DB13968	\N
19024873	phthalylsulfathiazole	33632	DB13248	9336
19012565	Mycophenolic Acid	7145	DB01024	168396
990340	Pancrelipase	235379	DB00085	\N
40230712	eribulin	1045453	DB08871	63587
753860	Fenfluramine	4328	DB00574	5000
19080847	Alphaprodine	594	DB13160	\N
19081284	Alprenolol	597	DB00866	51211
781039	Alprazolam	596	DB00404	2611
19081667	Alseroxylon	599	DB09363	\N
976778	hydroquinone	5509	DB09526	17594
19053866	Fendiline	4327	DB08980	94434
1350504	Etoposide	4179	DB00773	4911
19011985	dehydroemetine	3142	DB13865	4363
1312007	prasterone	3143	DB01708	28689
19018070	ancestim	140502	DB09103	\N
19095266	eprazinone	24272	DB08990	82716
19069137	bemiparin	280611	DB09258	\N
978236	Eflornithine	569	DB06243	41948
1727223	Atazanavir	343047	DB01072	37924
19025698	Diethylcarbamazine	3384	DB00711	4527
1703653	Itraconazole	28031	DB01167	6076
1387426	Folate	62356	DB00158	27470
1327256	Treprostinil	343048	DB00374	50861
725822	Diethylpropion	3389	DB00937	4530
19009116	meprednisone	29523	DB09383	135573
19011438	benzoin resin	1406	DB14020	17682
1370109	Sotalol	9947	DB00489	63622
40230761	lurasidone	1040028	DB08815	70735
19011331	Barium Sulfate	1331	DB11150	133326
19018013	micafungin	325887	DB01141	600520
19051463	Probucol	8699	DB01599	8427
19124972	Green Tea Extract	659476	DB14307	\N
19033909	Phenformin	8129	DB00914	8064
1552310	Progesterone	8727	DB00396	17026
1742253	Levofloxacin	82122	DB01137	63598
751347	Primidone	8691	DB00794	8412
1794280	Mebendazole	6672	DB00643	6704
933724	Phenazopyridine	8120	DB01438	71416
19024365	Ornithine	7704	DB00129	15729
19070224	Soybean Oil	9949	DB09422	\N
40236987	belimumab	1092437	DB08879	\N
990413	chlorcyclizine	2354	DB08936	94402
40171301	short ragweed pollen extract	896135	DB10385	\N
45775760	suvorexant	1547099	DB09034	82698
780369	metaxalone	59078	DB00660	6797
43525787	ado-trastuzumab emtansine	1371041	DB05773	\N
19010459	mivacurium	30077	DB01226	6958
1766340	halofantrine	50749	DB01218	94392
19015703	ferumoxides	72901	DB09508	\N
19041933	tibolone	38260	DB09070	32223
19035396	reproterol	35373	DB12846	135612
1398579	cayenne extract	259342	DB10897	\N
1549254	Estrone	4103	DB00655	17263
19133992	pipothiazine	8348	DB01621	\N
1550023	Insulin Lispro	86009	DB00046	\N
719057	Dexfenfluramine	3268	DB01191	439329
45892552	ombitasvir	1597371	DB09296	85183
19046291	piperazine	8340	DB00592	28568
19046625	Pipobroman	8347	DB00236	8242
966956	silver sulfadiazine	9793	DB05245	9142
19015768	Methoxy polyethylene glycol-epoetin beta	729596	DB09107	\N
1395557	fludarabine	24698	DB01073	94701
1103552	almotriptan	279645	DB00918	520985
45775965	pembrolizumab	1547545	DB09037	\N
42800240	sodium sulfide	1293719	DB11159	76208
1347450	alteplase	8410	DB00009	\N
19090000	diphenylpyraline	23386	DB01146	59788
1315411	cetuximab	318341	DB00002	\N
19100759	tiropramide	38315	DB13091	135758
1590418	thyroid, porcine	235479	DB09100	\N
42900474	Interleukin-11	1311380	DB00038	\N
1583722	exenatide	60548	DB01276	\N
903893	emedastine	28144	DB01084	4779
991003	retapamulin	642274	DB01256	\N
42899124	HUMAN CORD BLOOD HEMATOPOIETIC PROGENITOR CELL	1307732	DB11054	\N
1578181	somatrem	56570	DB09098	\N
725131	Mirtazapine	15996	DB00370	6950
19080985	Iohexol	5956	DB01362	31709
1105889	Triprolidine	10849	DB00427	84116
748010	Estazolam	4077	DB01215	4858
1586449	mecasermin rinfabate	616877	DB14751	\N
1584910	Somatropin	61148	DB00052	\N
1167322	Allopurinol	519	DB00437	40279
928006	Iodoquinol	3435	DB09115	5950
738156	Doxepin	3638	DB01142	4710
1338512	Doxorubicin	3639	DB00997	28748
738152	Doxapram	3637	DB00561	681848
19037989	Dothiepin	3634	DB09167	36803
19058343	Phenoxyethanol	89552	DB11304	64275
923081	Ofloxacin	7623	DB01165	7731
40244464	ruxolitinib	1193326	DB08877	66919
1551860	Pravastatin	42463	DB00175	63618
19078612	Indocyanine Green	5775	DB09374	31696
19102150	Carglumic acid	401713	DB06775	71028
19096031	propentofylline	34644	DB06479	32061
19136651	Suramin	10256	DB04786	45906
1308432	sargramostim	69634	DB00020	\N
19071936	loxoprofen	28908	DB09212	76172
40165636	pitavastatin	861634	DB08860	32020
1106647	Turpentine	10938	DB11120	\N
19097109	ZINC, CHELATED	253210	DB01593	30185
914053	naftifine	31476	DB00735	7451
19101677	trofosfamide	38865	DB12902	135381
943116	trolamine salicylate	38866	DB11079	\N
19078399	Teicoplanin	57021	DB06149	29687
1390051	Chlorambucil	2346	DB00291	28830
1304565	Rasburicase	283821	DB00049	\N
955252	Fluocinonide	4462	DB01047	5109
19009874	methylnicotinate	29900	DB13882	134761
43532497	trametinib	1425099	DB08911	75998
915855	olopatadine	135391	DB00768	\N
19136066	Somatostatin	9939	DB09099	64628
19057354	alglucerase	46049	DB00088	\N
1360067	Iron	90176	DB01592	18248
1361711	Nitroglycerin	4917	DB00727	28787
1301125	Epoetin Alfa	105694	DB00016	\N
40161546	beeswax	1356	DB11600	\N
19082306	Isoleucine	6033	DB00167	58045
19006742	Methyprylon	6910	DB01107	31837
19010400	Fusidate	113608	DB02703	29013
19056300	compound benzoin tincture (USP)	215648	DB11222	\N
731188	quazepam	35185	DB01589	8694
19001131	Sodium ironedetate	105673	DB13381	78292
1001419	Cocaine	2653	DB00907	27958
990069	Chloramphenicol	2348	DB00446	17698
19026526	Dihydroergocristine	3416	DB13345	59912
19026524	Dihydroergocornine	3415	DB11273	59909
952004	sevelamer	214824	DB00658	\N
986517	Cellulose	2221	DB14158	\N
1126557	Dihydroergotamine	3418	DB00320	4562
40234834	vilazodone	1086769	DB06684	70707
1189458	frovatriptan	228783	DB00998	134991
45892883	secukinumab	1599788	DB09029	\N
1314273	rituximab	121191	DB00073	\N
46233931	asunaprevir	1652103	DB11586	134723
1740546	Carbenicillin	2015	DB00578	3393
19024535	carbazochrome	2011	DB09012	\N
19060400	Quinacrine	9061	DB01103	8711
19060393	Quercetin	9060	DB04216	16243
19060423	Quinestrol	9066	DB04575	8716
1360421	Quinidine	9068	DB00908	28593
19002770	desflurane	27340	DB01189	4445
43012215	1-Propanol	1362872	DB03175	28831
19057346	Copper Sulfate	21579	DB06778	23414
19136210	Streptozocin	10114	DB00428	9288
529411	tetanus toxoid vaccine, inactivated	798306	DB10583	\N
950183	Lactase	41397	DB13761	\N
1358436	dasatinib	475342	DB01254	49375
43012279	maltodextrin	1363050	DB12583	\N
40167569	peramivir	619693	DB06614	85202
958527	belladonna extract, USP	89781	DB13913	\N
1309161	Mitotane	7004	DB00648	6954
991825	Trospium	236778	DB00209	32270
19044394	Interferon Alfa-n1	202912	DB00011	\N
1355509	Floxuridine	4488	DB00322	60761
905223	Methoxsalen	6854	DB00553	18358
19005257	Methoxyflurane	6857	DB01028	6843
1305058	Methotrexate	6851	DB00563	44185
19005208	Methoxamine	6853	DB00723	6839
46221696	daclatasvir	1606218	DB09102	82977
42899344	Maltose	1311261	DB03323	17306
532272	Measles Virus Vaccine Live, Enders' attenuated Edmonston strain	804179	DB10315	\N
1309944	Amiodarone	703	DB01118	2663
1346823	carvedilol	20352	DB01136	3441
19082886	cyclothiazide	22033	DB00606	31448
948760	Polysorbate 80	8560	DB11063	\N
40239995	ezogabine	1112990	DB04953	68584
929504	proparacaine	34905	DB00807	8485
1703603	famciclovir	68099	DB00426	4974
19044890	Anistreplase	40028	DB00029	\N
1335301	Phenoxybenzamine	8149	DB00925	8077
916751	Lindane	1388	DB00431	32888
19092108	Levomethadyl	237005	DB01227	6441
903459	Dolasetron	68091	DB00757	\N
1503501	lanreotide	68092	DB06791	\N
44506752	riociguat	1439816	DB08931	76018
993631	Magnesium Oxide	6582	DB01377	31794
1344381	bicalutamide	83008	DB01128	91617
19093848	Magnesium Sulfate	6585	DB00653	32599
1727468	pralidoxime	34345	DB00733	8354
19023184	Clove oil	7624	DB11338	\N
19004810	Copper Gluconate	2839	DB11246	31431
19066610	Glutathione Disulfide	25953	DB03310	17858
19071128	Copper	2837	DB09130	28694
45774966	netupitant	1552337	DB09048	85155
1314002	Atenolol	1202	DB00335	2904
1319751	Bepridil	1436	DB01244	3061
19012197	Berberine	1437	DB04115	16118
19026096	Diflucortolone	3392	DB09095	135624
19091430	idursulfase	644101	DB01271	\N
559532	Yellow Fever Vaccine	89890	DB10805	\N
19080458	eculizumab	591781	DB01257	\N
45776421	efmoroctocog alfa	1543095	DB11607	\N
1517740	paricalcitol	73710	DB00910	7931
1189754	rofecoxib	232158	DB00533	8887
19035569	Calcifediol	1889	DB00146	17933
929128	Propylene glycol	34693	DB01839	16997
19080512	Articaine	592464	DB09009	91834
1156378	Flurbiprofen	4502	DB00712	5130
19015423	BCG Vaccine	1344	DB12768	\N
19007737	Mianserin	6929	DB06148	51137
19007701	Mezlocillin	6927	DB00948	6919
1307542	Mexiletine	6926	DB00379	6916
19007490	Metyrapone	6923	DB01011	44241
501343	hepatitis B immune globulin	26744	DB05276	\N
19129638	Orotic Acid	7712	DB02262	16742
19041910	tianeptine	38252	DB09289	91749
925102	Dienestrol	3368	DB00890	4518
19040060	Dydrogesterone	3706	DB00378	31527
19055344	Fluocortolone	4463	DB08971	135581
40222444	denosumab	993449	DB06643	\N
908464	magnesium carbonate	29155	DB09481	31793
19055224	Flunitrazepam	4460	DB01544	31622
908360	magaldrate	29151	DB08938	\N
1326115	Oxytocin	7824	DB00107	\N
938044	brinzolamide	194881	DB01194	3176
19049105	Potassium Chloride	8591	DB00761	32588
19047071	Pivampicillin	8372	DB01604	8255
19047076	Pizotyline	8373	DB06153	50212
19066436	Xenon-133	259282	DB09315	\N
19044986	fibrinogen concentrate (human)	831503	DB09222	\N
801396	halazepam	26412	DB00801	5603
1335606	Disopyramide	3541	DB00280	4657
1368671	Milrinone	52769	DB00235	50693
1314924	gemcitabine	12574	DB00441	175901
19100760	titanium dioxide	38323	DB09536	32234
19015536	theodrenaline	31958	DB12927	135580
1308290	Vincristine	11202	DB00541	28445
1309799	eplerenone	298869	DB00700	31547
19018419	Niacinamide	7405	DB02701	17154
19101849	urapidil	39230	DB12661	32278
19008336	Vindesine	11204	DB00309	36373
19051642	denileukin diftitox	214470	DB00004	\N
1304643	darbepoetin alfa	283838	DB00012	\N
44818499	vorapaxar	1537034	DB09030	82702
1139179	bromfenac	19737	DB00963	240107
1580747	sitagliptin	593411	DB01261	40237
1789515	quinupristin	229367	DB01369	\N
19030059	alginic acid	17305	DB13518	17548
19001311	epoetin beta	105695	DB00016	\N
994058	Mannitol	6628	DB00742	16899
1379969	Interferon Alfa-2a	5879	DB00034	\N
1394027	Manganese	6623	DB06757	29035
43533090	Afatinib	1430438	DB08916	61390
19069019	Histamine	5333	DB05381	18295
19019094	oxyphencyclimine	32698	DB00383	7868
529072	Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine	798232	DB10288	\N
19065820	Passiflora incarnata extract	253193	DB13974	\N
769935	Sodium Oxybate	9899	DB09072	\N
1337860	Dopamine	3628	DB00988	18243
19033664	fominoben	183875	DB08968	135639
19009165	Plicamycin	6995	DB06810	31856
938362	pemirolast	19551	DB00885	134936
1738366	cefprozil	19552	DB01150	3506
1118117	naratriptan	141366	DB00952	7478
43013471	Ascorbate	1370460	DB00126	29073
45775571	glycopyrronium	1546438	DB00986	94449
40173209	Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine	901511	DB14430	\N
40241181	Turmeric extract	1114883	DB14276	\N
908730	magnesium trisilicate	29170	DB09281	\N
19003296	Tolperisone	10639	DB06264	93835
19058092	Gelatin	4716	DB11242	\N
19015533	nomegestrol	31930	DB11636	135993
19010696	Zinc	11416	DB01593	30185
19008374	Tea Tree Oil	69627	DB11218	\N
785649	Ketamine	6130	DB01221	6121
19085688	Ketanserin	6131	DB12465	6123
1558242	Gemfibrozil	4719	DB01241	5296
42709321	vismodegib	1242987	DB08828	66903
797399	gabapentin	25480	DB00996	42797
19097463	gadoteridol	25483	DB00597	31643
19097468	Gadopentetate Dimeglumine	25486	DB00789	35778
1140088	Dyphylline	3714	DB00651	4728
19063874	Roxithromycin	9478	DB00778	48935
1750074	Ethionamide	4127	DB00609	4885
43532299	dabrafenib	1424911	DB08912	75045
19043154	troxerutin	38893	DB13124	\N
915391	Octinoxate	13369	DB09496	88667
19063575	esmolol	49737	DB00187	88206
19024728	decitabine	15657	DB01262	50131
959174	butabarbital	477631	DB00237	3228
45775540	iodine I-131	1546394	DB09293	\N
19024140	quinagolide	76887	DB09097	135627
19067303	Hemin	5175	DB03404	50385
1757803	Ganciclovir	4678	DB01004	465284
19061124	Glutethimide	4903	DB01437	5439
988095	Ursodeoxycholate	62427	DB01586	9907
1539954	phenylbutyrate	81647	DB06819	41500
941052	alitretinoin	81864	DB00523	50648
19127550	Nialamide	7394	DB04820	94510
957393	aluminum chloride	46241	DB11081	30114
1715472	Nelfinavir	134527	DB00220	7496
19018352	Nicergoline	7398	DB00699	31902
19053746	ardeparin	87866	DB00407	\N
19026180	Digitoxin	3403	DB01396	28544
1322199	eptifibatide	75635	DB00063	\N
1326303	Digoxin	3407	DB00390	4551
19048493	gadobutrol	84990	DB06703	68841
44818489	ramucirumab	1535922	DB05578	\N
44784981	Technetium Tc 99m Sestamibi	1482913	DB09161	9423
1759270	Pyrantel	8984	DB11156	8654
942350	torsemide	38413	DB00214	9637
1388796	Leucovorin	6313	DB00650	15640
1702559	Tinidazole	10612	DB00911	63627
992127	Loteprednol	237027	DB00873	\N
1152631	Cromolyn	42612	DB01003	59773
949279	Carboxymethylcellulose	2062	DB11059	\N
951511	Mupirocin	42372	DB00410	7025
19091377	Poractant alfa	236381	DB09113	\N
19056157	LEVOMENTHOL	236388	DB00825	15409
19111235	avobenzone	45045	DB09495	134751
43012762	Interleukin-7	1367202	DB11997	\N
1237049	Theophylline	10438	DB00277	28177
19137042	Thalidomide	10432	DB01041	74947
19034009	ambroxol-theophylline-7-acetate	186010	DB13141	\N
19137056	Theobromine	10437	DB01412	28946
1514412	Nandrolone	7244	DB13169	7466
1318030	Oprelvekin	139994	DB00038	\N
19122137	vildagliptin	596554	DB04876	135285
939863	sodium carbonate	36685	DB09460	29377
1747157	Delavirdine	83816	DB00705	119573
19111234	Fluprednisolone	4497	DB09378	34474
19055982	Flupenthixol	4495	DB00875	10454
1555887	Fluoxymesterone	4494	DB01185	5120
902938	ciclesonide	274964	DB01410	31397
955632	Fluorouracil	4492	DB00544	46345
966913	Silver Nitrate	9789	DB11080	32130
1702911	telithromycin	274786	DB00976	\N
19101604	Cod Liver Oil	2669	DB11321	\N
43012292	cabozantinib	1363268	DB08875	72317
19004153	methantheline	6821	DB00940	6817
19004158	Methapyrilene	6822	DB04819	6820
19004160	Methaqualone	6823	DB04833	6821
19004254	metharbital	6825	DB00463	31827
904250	Methazolamide	6826	DB00703	94513
722424	Interferon beta-1a	75917	DB00060	\N
19088795	phenethicillin	33277	DB13337	52427
45775324	diatrizoic acid	1546223	DB00271	53691
723344	phendimetrazine	33272	DB01579	8059
19046454	carprofen	20343	DB00821	364453
969004	Hexylresorcinol	5321	DB11254	93749
40161488	Timothy grass pollen extract	851994	DB10394	\N
19008994	mebeverine	29410	DB12554	91514
19042801	trilostane	38668	DB01108	32260
985708	Ketoconazole	6135	DB01026	48339
1354118	Epoprostenol	8814	DB01240	15552
19023842	phensuximide	33309	DB00832	8079
19009022	meclocycline	29418	DB13092	135772
941472	terconazole	37806	DB00251	82980
1315003	Pomegranate Extract	725206	DB14317	\N
19072027	menatetrenone	29495	DB12148	78277
19052903	Promazine	8742	DB00420	8459
920113	mequinol	15080	DB09516	69441
19032619	Amorolfine	17804	DB09056	599440
43526424	dimethyl fumarate	1373478	DB08908	76004
719128	Benzphetamine	1422	DB00865	3044
19019620	Benzydamine	1425	DB09084	94563
719174	Benztropine	1424	DB00245	3048
19011712	desirudin	114934	DB11095	\N
19026450	anidulafungin	341018	DB00362	55346
924724	Dicyclomine	3361	DB00804	4514
1724827	Zalcitabine	3363	DB00943	10101
1717240	Amphotericin B	732	DB00681	2682
19017810	Amsacrine	739	DB00276	2687
19017805	Inamrinone	738	DB01427	2686
42903853	Indium In-111 Oxyquinoline	1314372	DB09473	\N
1525866	Diethylstilbestrol	3390	DB00255	41922
19106100	factor XIII	4271	DB12909	\N
44785907	umeclidinium	1487514	DB09076	79041
40230597	ceftaroline	1040005	DB06590	70718
19077421	Hymecromone	5556	DB07118	17224
777221	Hydroxyzine	5553	DB00557	5818
1377141	hydroxyurea	5552	DB01005	44423
967823	Sodium Chloride	9863	DB09153	26710
960988	Diflorasone	91311	DB00223	59750
19095462	vinpocetine	24506	DB12131	32297
1180182	Meclofenamate	588003	DB00939	6710
40168938	ecallantide	658708	DB05311	\N
1507835	Vasopressin (USP)	11149	DB00067	\N
1336539	sunitinib	357977	DB01268	38940
19095703	fenbufen	24830	DB08981	31599
1353048	Licorice	42769	DB10675	\N
19020124	BETAHISTINE	1511	DB06698	35677
1520218	Betaine	1512	DB06756	17750
40224159	alcaftadine	1000082	DB06766	71023
42873639	aclidinium	1303098	DB08897	65346
19051926	Magnesium lactate	214688	DB14515	\N
19059547	Potassium gluconate	89903	DB13620	32032
1380191	Interferon gamma-1b	5882	DB00033	\N
948787	Polythiazide	8565	DB01324	8327
1380068	Interferon Alfa-2b	5880	DB00105	\N
19056154	dopexamine	23638	DB12313	135507
1136980	Ketorolac	35827	DB00465	76223
42899255	Gadolinium	1310171	DB12091	33375
40239665	belatacept	1112973	DB06681	\N
1195492	Etodolac	24605	DB00749	4909
40172365	iodoform	27748	DB13813	37758
19070012	Sodium Tetradecyl Sulfate	9913	DB00464	75273
45775116	olodaterol	1546059	DB09080	82700
906072	Tropicamide	10869	DB00809	9757
19012543	valrubicin	31435	DB00385	135876
40231628	tesamorelin	1044584	DB08869	63626
1508439	Mifepristone	6964	DB00834	50692
19077093	propiverine	55175	DB12278	8493
42709318	Tocopherol	1236136	DB11251	\N
19092283	Chlormethiazole	2372	DB06470	92875
40164052	Asenapine	784649	DB06216	71253
1114375	anakinra	72435	DB00026	\N
1188114	dexchlorpheniramine	22697	DB13679	4464
1797155	peginterferon alfa-2b	253453	DB00022	\N
19080226	milnacipran	588250	DB04896	135005
19002257	hydroxypropylcellulose	27291	DB00840	\N
1758536	etravirine	475969	DB06414	63589
1781321	Ipecac	5975	DB13293	\N
19069760	Sodium Hydroxide	9880	DB11151	32145
19010309	Water	11295	DB09145	15377
19001014	Nadroparin	67031	DB08813	\N
19049877	chromic chloride	21009	DB09129	53351
523367	poliovirus vaccine inactivated, type 3 (Saukett)	763100	DB10797	\N
1311443	Dactinomycin	3100	DB00970	27666
42900505	linaclotide	1307404	DB08890	68551
45775080	efinaconazole	1539753	DB09040	82718
19012346	eltrombopag	711942	DB06210	85010
40182120	heme iron polypeptide	978673	DB11067	\N
19011093	Tenofovir	117466	DB14126	63625
19043959	acamprosate	82819	DB00659	51041
19011039	arginine glutamate	114464	DB13207	31234
19008864	malic acid	29209	DB12751	6650
19055078	CLORAZEPIC ACID	235408	DB00628	3761
1337720	Dobutamine	3616	DB00841	4670
1588712	Follicle Stimulating Hormone	227518	DB00066	\N
19041153	temafloxacin	37771	DB01405	77796
43525903	polihexanide	1373041	DB12277	\N
19010873	Tyramine	10958	DB08841	15760
1703687	Acyclovir	281	DB00787	2453
42709322	axitinib	1242999	DB06626	66910
1101898	leflunomide	27169	DB01097	6402
996625	Fluorescein	25138	DB00693	31624
19051285	Prenylamine	8674	DB04825	8397
1502905	Insulin Glargine	274783	DB00047	\N
19051444	cicletanine	21914	DB12766	135078
715233	Baclofen	1292	DB00181	2972
19015812	cathine	32022	DB01486	4109
45774435	dulaglutide	1551291	DB09045	\N
781705	Isocarboxazid	6011	DB01247	93635
19057715	Gallopamil	4648	DB12923	34772
1776684	Ceftazidime	2191	DB00438	3508
1777254	Ceftizoxime	2192	DB01332	553473
19061821	Chromium	2496	DB11136	28073
929542	acetohydroxamic acid	16728	DB00551	49029
42800417	Ammonia	1299884	DB11118	\N
1778162	Cefuroxime	2194	DB01112	3515
19095721	Fenoldopam	24853	DB00800	5002
926770	Papain	7892	DB11193	\N
19061370	fenoverine	24855	DB13042	135744
19026739	Pantothenic Acid	7891	DB01783	7916
703547	Trazodone	10737	DB00656	9654
19000753	Ferrous glycine sulfate	105655	DB14501	\N
1768849	Cefaclor	2176	DB00833	3478
906874	Oxyquinoline	110	DB11145	48981
19132965	Plantago Seed	82088	DB11097	\N
19044317	zinc chloride	39937	DB14533	49976
1796458	cefdinir	25037	DB00535	3485
19009896	Molybdenum	7024	DB11137	28685
19052896	Deoxycholate	42627	DB03619	28834
19052817	Dehydrocholate	42625	DB11622	31459
1342346	Toremifene	38409	DB00539	9635
742185	atomoxetine	38400	DB00289	127342
1335539	Phentolamine	8153	DB00692	8081
1703063	valganciclovir	275891	DB01610	63635
42800246	taliglucerase alfa	1291609	DB08876	\N
19088571	Leucine	6308	DB00149	57427
19078424	terizidone	57047	DB12954	135278
1119119	adalimumab	327361	DB00051	\N
19119253	terlipressin	57048	DB02638	135905
42874220	cobicistat	1306284	DB09065	72291
19018416	Niclosamide	7402	DB06803	7553
1314865	Azacitidine	1251	DB00928	2038
1586808	synthetic conjugated estrogens, B	618365	DB09318	\N
1302398	Ticlopidine	10594	DB00208	9588
19088328	alglucosidase alfa	629565	DB01272	\N
19032724	Bufexamac	1796	DB13346	31317
19003568	isopropyl myristate	27985	DB13966	90027
966282	Selenium	9641	DB11135	27568
943634	epinastine	39684	DB00751	51032
1192218	Levalbuterol	237159	DB13139	8746
19013986	magnesium acetate	314718	DB13996	62964
19003999	mycophenolate mofetil	68149	DB00688	8764
1503983	cetrorelix	68147	DB00050	59224
43532365	GLUCOSE OXIDASE	1427073	DB12862	\N
19082376	ALBUMIN,IODINATED I-125 SERUM	317177	DB09429	\N
1337651	Vorinostat	194337	DB02546	45716
19041226	Anethole Trithione	820	DB13853	31221
991710	Sodium Phosphate, Dibasic	236719	DB14504	\N
19044273	fospropofol	828682	DB06716	135193
19002664	Mephentermine	6756	DB01365	6755
19004724	Methionine	6837	DB00134	16643
1504620	Methimazole	6835	DB00763	50673
19008867	Cromoglycate	2921	DB01003	59773
934075	azelastine	18603	DB00972	2950
1133993	azatadine	18600	DB00719	2946
712615	ziprasidone	115698	DB00246	10119
19002912	nelarabine	274771	DB01280	63612
19051865	Muromonab-CD3	42405	DB00075	\N
702661	Mephenytoin	6757	DB00532	6757
19071967	Creatine	2907	DB00148	16919
19024213	pholcodine	33431	DB09209	53579
42800204	lucinactant	1293254	DB04897	\N
19039679	Cantharidin	1984	DB12328	64213
46221501	3,3'-diindolylmethane	1603521	DB11875	50182
19019698	Canrenone	1982	DB12221	135445
714785	Amphetamine	725	DB00182	132233
19005147	Methotrimeprazine	6852	DB01403	6838
19042778	triflusal	38655	DB08814	94721
19054245	Protamines	8826	DB13700	\N
19024191	Reteplase	76895	DB00015	\N
19054242	Protamine Sulfate (USP)	8825	DB09141	\N
1315865	fondaparinux	321208	DB00569	61033
940541	sulfabenzamide	37320	DB09355	94677
928110	prednicarbate	34369	DB01130	135791
45775566	gadopentetate	1546432	DB00789	35778
19070174	Cefamandole	2178	DB01326	3480
19115053	alpha-amylase	560	DB11065	\N
1536743	ganirelix	35825	DB06785	135910
909795	nepafenac	298665	DB06802	75922
19016754	Benzbromarone	1385	DB12319	3023
42903827	Coenzyme A	1314344	DB01992	15346
1308185	lycopene	29008	DB11231	15948
19025348	ixabepilone	337523	DB04845	63605
544505	rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated	830464	DB10062	\N
741530	orlistat	37925	DB01083	94686
713109	Amoxapine	722	DB00543	2675
19030353	Bromazepam	1749	DB01558	31302
19012922	Amodiaquine	720	DB00613	2674
836654	Tacrine	10318	DB00382	45980
1139993	Phenylpropanolamine	8175	DB00397	80680
19012686	Aspartic Acid	1169	DB00128	17053
19017581	Plerixafor	733003	DB06809	125354
1777087	Hydroxychloroquine	5521	DB01611	5801
1106776	tiotropium	69120	DB01409	90960
1391846	Lomustine	6466	DB01206	6520
19045290	Evening primrose oil	203219	DB11358	\N
1147878	zileuton	40575	DB00744	10112
19022417	Heroin	3304	DB01452	27808
998392	Gluconolactone	25842	DB04564	16217
1307863	Verapamil	11170	DB00661	77733
715727	tolcapone	72937	DB00323	63630
993979	Malathion	6606	DB00772	6651
40170911	liraglutide	475968	DB06655	71193
19090761	regadenoson	640062	DB06213	135613
1363387	sorafenib	495881	DB00398	50924
