"1,12-Besm"	PGMIWVSHZMWSSI-UHFFFAOYSA-N
perillyl-alcohol	NDTYTMIUWGWIMO-SNVBAGLBSA-N
perindopril	IPVQLZZIHOAWMC-QXKUPLGCSA-N
perindoprilat	ODAIHABQVKJNIY-PEDHHIEDSA-N
permethrin	RLLPVAHGXHCWKJ-PKOBYXMFSA-N
perospirone	FBVFZWUMDDXLLG-HDICACEKSA-N
perphenazine	RGCVKNLCSQQDEP-UHFFFAOYSA-N
peruvoside	PMTSPAGBAFCORP-BZEWZVDJSA-N
perzinfotel	BDABGOLMYNHHTR-UHFFFAOYSA-N
pevonedistat	MPUQHZXIXSTTDU-QXGSTGNESA-N
pexidartinib	JGWRKYUXBBNENE-UHFFFAOYSA-N
pexmetinib	LNMRSSIMGCDUTP-UHFFFAOYSA-N
phenacaine	QXDAEKSDNVPFJG-UHFFFAOYSA-N
phenacemide	XPFRXWCVYUEORT-UHFFFAOYSA-N
phenacetin	CPJSUEIXXCENMM-UHFFFAOYSA-N
phenazone	VEQOALNAAJBPNY-UHFFFAOYSA-N
phenazopyridine	QPFYXYFORQJZEC-FOCLMDBBSA-N
phenelzine	RMUCZJUITONUFY-UHFFFAOYSA-N
phenethicillin	NONJJLVGHLVQQM-ADGXKJENSA-N
phenethyl-isothiocyanate	IZJDOKYDEWTZSO-UHFFFAOYSA-N
phenformin	ICFJFFQQTFMIBG-UHFFFAOYSA-N
phenindamine	ISFHAYSTHMVOJR-LJQANCHMSA-N
phenindione	NFBAXHOPROOJAW-UHFFFAOYSA-N
pheniramine	IJHNSHDBIRRJRN-HNNXBMFYSA-N
phenolphthalein	KJFMBFZCATUALV-UHFFFAOYSA-N
phenolsulfonphthalein	BELBBZDIHDAJOR-UHFFFAOYSA-N
phenothiazine	WJFKNYWRSNBZNX-UHFFFAOYSA-N
phenothrin	SBNFWQZLDJGRLK-SFTDATJTSA-N
phenoxybenzamine	QZVCTJOXCFMACW-UHFFFAOYSA-N
phenprobamate	CAMYKONBWHRPDD-UHFFFAOYSA-N
phenprocoumon	DQDAYGNAKTZFIW-ZDUSSCGKSA-N
phenserine	PBHFNBQPZCRWQP-QUCCMNQESA-N
phensuximide	WLWFNJKHKGIJNW-SECBINFHSA-N
phentolamine	MRBDMNSDAVCSSF-UHFFFAOYSA-N
phenyl-aminosalicylate	DNVVZWSVACQWJE-UHFFFAOYSA-N
phenyl-salicylate	ZQBAKBUEJOMQEX-UHFFFAOYSA-N
phenylacetylglutamine	JFLIEFSWGNOPJJ-JTQLQIEISA-N
phenylbenzimidazole-sulfonic-acid	UVCJGUGAGLDPAA-UHFFFAOYSA-N
phenylbutazone	VYMDGNCVAMGZFE-UHFFFAOYSA-N
phenylbutyrate	OBKXEAXTFZPCHS-UHFFFAOYSA-N
phenylephrine	SONNWYBIRXJNDC-VIFPVBQESA-N
phenylethyl-alcohol	WRMNZCZEMHIOCP-UHFFFAOYSA-N
phenylmethylsulfonyl-fluoride	YBYRMVIVWMBXKQ-UHFFFAOYSA-N
phenylpiracetam	LYONXVJRBWWGQO-SNVBAGLBSA-N
phenytoin	CXOFVDLJLONNDW-UHFFFAOYSA-N
phloretin	VGEREEWJJVICBM-UHFFFAOYSA-N
phlorizin	IOUVKUPGCMBWBT-QNDFHXLGSA-N
phloroglucin	QCDYQQDYXPDABM-UHFFFAOYSA-N
phortress	LFDOEFHQLNGBQQ-HNNXBMFYSA-N
phosphatidylcholine	JLPULHDHAOZNQI-ZTIMHPMXSA-O
phthalylsulfacetamide	SNWQKAWITMVCQW-UHFFFAOYSA-N
phthalylsulfathiazole	PBMSWVPMRUJMPE-UHFFFAOYSA-N
physostigmine	PIJVFDBKTWXHHD-HIFRSBDPSA-N
phytonadione	MBWXNTAXLNYFJB-NKFFZRIASA-N
phytosphingosine	AERBNCYCJBRYDG-KSZLIROESA-N
pibenzimol	INAAIJLSXJJHOZ-UHFFFAOYSA-N
piboserod	KVCSJPATKXABRQ-UHFFFAOYSA-N
picartamide	ITNLONMDUMHEOK-NSHDSACASA-N
piceatannol	CDRPUGZCRXZLFL-OWOJBTEDSA-N
piclamilast	RRRUXBQSQLKHEL-UHFFFAOYSA-N
picolamine	HDOUGSFASVGDCS-UHFFFAOYSA-N
picolinic-acid	SIOXPEMLGUPBBT-UHFFFAOYSA-N
piconol	SHNUBALDGXWUJI-UHFFFAOYSA-N
picotamide	KYWCWBXGRWWINE-UHFFFAOYSA-N
picrotin	RYEFFICCPKWYML-XSVQNFTRSA-N
picrotoxinin	PIMZUZSSNYHVCU-KBLUICEQSA-N
pidolic-acid	ODHCTXKNWHHXJC-VKHMYHEASA-N
pidotimod	UUTKICFRNVKFRG-WDSKDSINSA-N
pifithrin-alpha	OLTZHXYLLRJLST-UHFFFAOYSA-N
pifithrin-cyclic	IMUKUMUNZJILCG-UHFFFAOYSA-N
pifithrin-mu	ZZUZYEMRHCMVTB-UHFFFAOYSA-N
pikamilone	NAJVRARAUNYNDX-UHFFFAOYSA-N
piketoprofen	ASFKKFRSMGBFRO-MRXNPFEDSA-N
pilaralisib	QINPEPAQOBZPOF-UHFFFAOYSA-N
pilocarpine	QCHFTSOMWOSFHM-WPRPVWTQSA-N
pilsicainide	BCQTVJKBTWGHCX-UHFFFAOYSA-N
pimavanserin	RKEWSXXUOLRFBX-UHFFFAOYSA-N
pimecrolimus	KASDHRXLYQOAKZ-XDSKOBMDSA-N
pimethixene	NZLVRVYNQYGMAB-UHFFFAOYSA-N
pimobendan	GLBJJMFZWDBELO-LLVKDONJSA-N
pimodivir	JGPXDNKSIXAZEQ-SBBZOCNPSA-N
pimonidazole	WVWOOAYQYLJEFD-JTQLQIEISA-N
pimozide	YVUQSNJEYSNKRX-UHFFFAOYSA-N
pinacidil	IVVNZDGDKPTYHK-SNVBAGLBSA-N
pinanediol	MOILFCKRQFQVFS-OORONAJNSA-N
pinaverium	DDHUTBKXLWCZCO-CEMLEFRQSA-N
pincainide	RJOUHGWLHPOQSA-UHFFFAOYSA-N
pindolol	JZQKKSLKJUAGIC-LLVKDONJSA-N
pindolol-(-)	JZQKKSLKJUAGIC-NSHDSACASA-N
pinitol	DSCFFEYYQKSRSV-KLJZZCKASA-N
pinocembrin	URFCJEUYXNAHFI-ZDUSSCGKSA-N
pioglitazone	HYAFETHFCAUJAY-QGZVFWFLSA-N
pipamperone	AXKPFOAXAHJUAG-UHFFFAOYSA-N
pipecuronium	OWWLUIWOFHMHOQ-XGHATYIMSA-N
pipemidic-acid	JOHZPMXAZQZXHR-UHFFFAOYSA-N
pipenzolate	WPUKUEMZZRVAKZ-REWPJTCUSA-N
piperacetazine	BTFMCMVEUCGQDX-UHFFFAOYSA-N
piperacillin	IVBHGBMCVLDMKU-GXNBUGAJSA-N
piperaquine-phosphate	UCRHFBCYFMIWHC-UHFFFAOYSA-N
piperazinedione	BXRNXXXXHLBUKK-UHFFFAOYSA-N
piperidolate	KTHVBAZBLKXIHZ-IBGZPJMESA-N
piperine	MXXWOMGUGJBKIW-YPCIICBESA-N
piperonyl-butoxide	FIPWRIJSWJWJAI-UHFFFAOYSA-N
pipobroman	NJBFOOCLYDNZJN-UHFFFAOYSA-N
pipofezine	SDYYIRPAZHJOLM-UHFFFAOYSA-N
pipotiazine	JOMHSQGEWSNUKU-UHFFFAOYSA-N
pipotiazine-palmitate	KTOYYUONFQWSMW-UHFFFAOYSA-N
piracetam	GMZVRMREEHBGGF-UHFFFAOYSA-N
pirarubicin	KMSKQZKKOZQFFG-YXRRJAAWSA-N
pirenoxine	OKPNYGAWTYOBFZ-UHFFFAOYSA-N
pirenperone	HXCNRYXBZNHDNE-UHFFFAOYSA-N
pirenzepine	RMHMFHUVIITRHF-UHFFFAOYSA-N
piretanide	UJEWTUDSLQGTOA-UHFFFAOYSA-N
pirfenidone	ISWRGOKTTBVCFA-UHFFFAOYSA-N
piribedil	OQDPVLVUJFGPGQ-UHFFFAOYSA-N
piricapiron	NCMIPRCQUMYAEC-JPYJTQIMSA-N
pirinixic-acid	SZRPDCCEHVWOJX-UHFFFAOYSA-N
pirlindole	IWVRVEIKCBFZNF-ZDUSSCGKSA-N
pirmenol	APUDBKTWDCXQJA-XQBPLPMBSA-N
piroctone-olamine	OIQJEQLSYJSNDS-NSHDSACASA-N
pirodavir	KCHIOGFOPPOUJC-UHFFFAOYSA-N
piromidic-acid	RCIMBBZXSXFZBV-UHFFFAOYSA-N
piroxicam	MNSCVRXKDINXEY-UHFFFAOYSA-N
piroximone	OQGWJZOWLHWFME-UHFFFAOYSA-N
pirozadil	DIIBXMIIOQXTHW-UHFFFAOYSA-N
pirquinozol	XLUKOGNIEDDIMV-UHFFFAOYSA-N
pitavastatin	VGYFMXBACGZSIL-MCBHFWOFSA-N
pitolisant	NNACHAUCXXVJSP-UHFFFAOYSA-N
pivagabine	SRPNQDXRVRCTNK-UHFFFAOYSA-N
pivampicillin	ZEMIJUDPLILVNQ-ZXFNITATSA-N
pivanex	GYKLFBYWXZYSOW-UHFFFAOYSA-N
pivmecillinam	NPGNOVNWUSPMDP-UTEPHESZSA-N
pixantrone	PEZPMAYDXJQYRV-UHFFFAOYSA-N
pizotifen	FIADGNVRKBPQEU-UHFFFAOYSA-N
pleconaril	KQOXLKOJHVFTRN-UHFFFAOYSA-N
plerixafor	YIQPUIGJQJDJOS-UHFFFAOYSA-N
plinabulin	UNRCMCRRFYFGFX-TYPNBTCFSA-N
plovamer-acetate	OUYCCCASQSFEME-QMMMGPOBSA-N
plumbagin	VCMMXZQDRFWYSE-UHFFFAOYSA-N
plurisin-1	HUDWXDLBWRHCKO-UHFFFAOYSA-N
pocapavir	XXMDDBVNWRWNCW-UHFFFAOYSA-N
podophyllotoxin	YJGVMLPVUAXIQN-XVVDYKMHSA-N
polidocanol	ONJQDTZCDSESIW-UHFFFAOYSA-N
polydatin	HSTZMXCBWJGKHG-CUYWLFDKSA-N
polyinosine	GRSZFWQUAKGDAV-SQQSDITASA-N
polythiazide	CYLWJCABXYDINA-JTQLQIEISA-N
pomalidomide	UVSMNLNDYGZFPF-QMMMGPOBSA-N
ponatinib	PHXJVRSECIGDHY-UHFFFAOYSA-N
ponesimod	LPAUOXUZGSBGDU-STDDISTJSA-N
posaconazole	RAGOYPUPXAKGKH-XAKZXMRKSA-N
potassium-canrenoate	PBKZPPIHUVSDNM-WNHSNXHDSA-N
potassium-p-aminobenzoate	ALYNCZNDIQEVRV-UHFFFAOYSA-N
pozanicline	YRVIKLBSVVNSHF-JTQLQIEISA-N
poziotinib	LPFWVDIFUFFKJU-UHFFFAOYSA-N
practolol	DURULFYMVIFBIR-CYBMUJFWSA-N
pradefovir	GWNHAOBXDGOXRR-HJFSHJIFSA-N
pralatrexate	OGSBUKJUDHAQEA-ZBFHGGJFSA-N
pralidoxime	JBKPUQTUERUYQE-UHFFFAOYSA-O
pralidoxime-chloride	MHOAUIZFSQGCNM-UHFFFAOYSA-N
pralmorelin	HRNLPPBUBKMZMT-RDRUQFPZSA-N
pramipexole	FASDKYOPVNHBLU-ZETCQYMHSA-N
pramiracetam	ZULJGOSFKWFVRX-UHFFFAOYSA-N
pramoxine	DQKXQSGTHWVTAD-UHFFFAOYSA-N
pranidipine	XTFPDGZNWTZCMF-OXHGWOFKSA-N
pranlukast	NBQKINXMPLXUET-UHFFFAOYSA-N
pranoprofen	TVQZAMVBTVNYLA-SECBINFHSA-N
prasterone-acetate	NCMZQTLCXHGLOK-ZKHIMWLXSA-N
prasugrel	DTGLZDAWLRGWQN-LJQANCHMSA-N
pravadoline	MEUQWHZOUDZXHH-UHFFFAOYSA-N
pravastatin	TUZYXOIXSAXUGO-PZAWKZKUSA-N
praziquantel	FSVJFNAIGNNGKK-QGZVFWFLSA-N
prazosin	IENZQIKPVFGBNW-UHFFFAOYSA-N
preclamol	HTSNFXAICLXZMA-ZDUSSCGKSA-N
prednicarbate	FNPXMHRZILFCKX-HGVFMWMISA-N
prednisolone	OIGNJSKKLXVSLS-VWUMJDOOSA-N
prednisolone-acetate	LRJOMUJRLNCICJ-JZYPGELDSA-N
prednisolone-hemisuccinate	APGDTXUMTIZLCJ-CGVGKPPMSA-N
prednisolone-sodium-phosphate	JDOZJEUDSLGTLU-VWUMJDOOSA-N
prednisolone-tebutate	HUMXXHTVHHLNRO-HGVFMWMISA-N
prednisone	XOFYZVNMUHMLCC-ZPOLXVRWSA-N
pregnenolone	ORNBQBCIOKFOEO-QGVNFLHTSA-N
pregnenolone-succinate	OZZAYJQNMKMUSD-VQLNUFJUSA-N
preladenant	DTYWJKSSUANMHD-UHFFFAOYSA-N
prenylamine	IFFPICMESYHZPQ-FQEVSTJZSA-N
presatovir	GOFXWTVKPWJNGD-UWJYYQICSA-N
pretomanid	ZLHZLMOSPGACSZ-NSHDSACASA-N
pridinol	RQXCLMGKHJWMOA-UHFFFAOYSA-N
pridopidine	YGKUEOZJFIXDGI-UHFFFAOYSA-N
prilocaine	MVFGUOIZUNYYSO-NSHDSACASA-N
primaquine	INDBQLZJXZLFIT-NSHDSACASA-N
primidone	DQMZLTXERSFNPB-UHFFFAOYSA-N
prinaberel	MQIMZDXIAHJKQP-UHFFFAOYSA-N
prinomastat	YKPYIPVDTNNYCN-INIZCTEOSA-N
priralfinamide	BHJIBOFHEFDSAU-LBPRGKRZSA-N
prisotinol	WQRPBKUCJBWQRT-SECBINFHSA-N
pritelivir	IVZKZONQVYTCKC-UHFFFAOYSA-N
proacipimox	KKKHJYGCTVKQEM-UHFFFAOYSA-N
proadifen	SNTQPLDRUZOSDP-UHFFFAOYSA-N
probenecid	DBABZHXKTCFAPX-UHFFFAOYSA-N
probucol	FYPMFJGVHOHGLL-UHFFFAOYSA-N
procainamide	REQCZEXYDRLIBE-UHFFFAOYSA-N
procaine	MFDFERRIHVXMIY-UHFFFAOYSA-N
procarbazine	CPTBDICYNRMXFX-UHFFFAOYSA-N
procaterol	FKNXQNWAXFXVNW-BLLLJJGKSA-N
prochlorperazine	WIKYUJGCLQQFNW-UHFFFAOYSA-N
procodazole	XYWJNTOURDMTPI-UHFFFAOYSA-N
procyanidin-B-2	XFZJEEAOWLFHDH-UKWJTHFESA-N
procyclidine	INDBQLZJXZLFIT-NSHDSACASA-N
procysteine	BMLMGCPTLHPWPY-REOHCLBHSA-N
profenamine	CDOZDBSBBXSXLB-HNNXBMFYSA-N
proflavine-hemisulfate	WDVSHHCDHLJJJR-UHFFFAOYSA-N
progesterone	RJKFOVLPORLFTN-LEKSSAKUSA-N
proglumetacin	PTXGHCGBYMQQIG-RRHRGVEJSA-N
proglumide	DGMKFQYCZXERLX-OAHLLOKOSA-N
proguanil	SSOLNOMRVKKSON-UHFFFAOYSA-N
prolylleucylglycinamide	NOOJLZTTWSNHOX-NXEZZACHSA-N
promazine	ZGUGWUXLJSTTMA-UHFFFAOYSA-N
promestriene	IUWKNLFTJBHTSD-AANPDWTMSA-N
promethazine	PWWVAXIEGOYWEE-UHFFFAOYSA-N
pronethalol	HRSANNODOVBCST-OAHLLOKOSA-N
propacetamol	QTGAJCQTLIRCFL-UHFFFAOYSA-N
propafenone	JWHAUXFOSRPERK-GOSISDBHSA-N
propantheline	VVWYOYDLCMFIEM-UHFFFAOYSA-N
propatylnitrate	YZZCJYJBCUJISI-UHFFFAOYSA-N
propentofylline	RBQOQRRFDPXAGN-UHFFFAOYSA-N
propidium-iodide	ZDWVWKDAWBGPDN-UHFFFAOYSA-O
propiverine	QPCVHQBVMYCJOM-UHFFFAOYSA-N
propofol	OLBCVFGFOZPWHH-UHFFFAOYSA-N
propoxur	ISRUGXGCCGIOQO-UHFFFAOYSA-N
propoxycaine	CAJIGINSTLKQMM-UHFFFAOYSA-N
propranolol	AQHHHDLHHXJYJD-UHFFFAOYSA-N
propranolol-(R)	AQHHHDLHHXJYJD-CQSZACIVSA-N
propranolol-(S)	AQHHHDLHHXJYJD-AWEZNQCLSA-N
propyl-benzoate	UDEWPOVQBGFNGE-UHFFFAOYSA-N
propylhexedrine	JCRIVQIOJSSCQD-VIFPVBQESA-N
propylparaben	QELSKZZBTMNZEB-UHFFFAOYSA-N
propylthiouracil	KNAHARQHSZJURB-UHFFFAOYSA-N
propyphenazone	PXWLVJLKJGVOKE-UHFFFAOYSA-N
proquazone	JTIGKVIOEQASGT-UHFFFAOYSA-N
proscillaridin-A	MYEJFUXQJGHEQK-ALRJYLEOSA-N
protionamide	VRDIULHPQTYCLN-UHFFFAOYSA-N
protirelin	XNSAINXGIQZQOO-SRVKXCTJSA-N
protoporphyrin-IX	HGXFBVDWWKPUKZ-UHFFFAOYSA-N
protriptyline	BWPIARFWQZKAIA-UHFFFAOYSA-N
proxodolol	CEDZURSVVKNCSL-ZDUSSCGKSA-N
proxyfan	WNWALBVQAAIULR-UHFFFAOYSA-N
proxymetacaine	KCLANYCVBBTKTO-UHFFFAOYSA-N
prucalopride	ZPMNHBXQOOVQJL-UHFFFAOYSA-N
prulifloxacin	PWNMXPDKBYZCOO-LLVKDONJSA-N
pruvanserin	AQRLDDAFYYAIJP-UHFFFAOYSA-N
psoralen	ZCCUUQDIBDJBTK-UHFFFAOYSA-N
pterostilbene	VLEUZFDZJKSGMX-ONEGZZNKSA-N
puerarin	HKEAFJYKMMKDOR-VPRICQMDSA-N
pumosetrag	AFUWQWYPPZFWCO-LBPRGKRZSA-N
purmorphamine	FYBHCRQFSFYWPY-UHFFFAOYSA-N
puromycin	RXWNCPJZOCPEPQ-NVWDDTSBSA-N
purvalanol-A	PMXCMJLOPOFPBT-HNNXBMFYSA-N
purvalanol-B	ZKDXRFMOHZVXSG-HNNXBMFYSA-N
pyrantel-pamoate	YSAUAVHXTIETRK-AATRIKPKSA-N
pyrazinamide	IPEHBUMCGVEMRF-UHFFFAOYSA-N
pyrazinoylguanidine	WNBSDCKJFDZMHT-UHFFFAOYSA-N
pyrazolanthrone	ACPOUJIDANTYHO-UHFFFAOYSA-N
pyrazoloacridine	HVRZAFDJOWIDMM-UHFFFAOYSA-N
pyrethrins	ROVGZAWFACYCSP-VUMXUWRFSA-N
pyridoxal	RADKZDMFGJYCBB-UHFFFAOYSA-N
pyridoxal-isonicotinoyl-hydrazone	BQYIXOPJPLGCRZ-REZTVBANSA-N
pyridoxamine	NHZMQXZHNVQTQA-UHFFFAOYSA-N
pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N
pyrimethamine	WKSAUQYGYAYLPV-UHFFFAOYSA-N
pyrintegrin	QRJTZIJWDLJKQO-UHFFFAOYSA-N
pyrithyldione	NZASCBIBXNPDMH-UHFFFAOYSA-N
pyritinol	SIXLXDIJGIWWFU-UHFFFAOYSA-N
pyronaridine	DJUFPMUQJKWIJB-UHFFFAOYSA-N
pyrotinib	SADXACCFNXBCFY-IYNHSRRRSA-N
pyroxamide	PTJGLFIIZFVFJV-UHFFFAOYSA-N
pyrrolidine-dithiocarbamate	VSWDORGPIHIGNW-UHFFFAOYSA-N
pyrvinium-pamoate	QMHSXPLYMTVAMK-UHFFFAOYSA-N
quazinone	BHZFZYLBVSWUMT-UHFFFAOYSA-N
quercetin	REFJWTPEDVJJIY-UHFFFAOYSA-N
quetiapine	URKOMYMAXPYINW-UHFFFAOYSA-N
quiflapon	NZOONKHCNQFYCI-UHFFFAOYSA-N
quinagolide	GDFGTRDCCWFXTG-ZIFCJYIRSA-N
quinapril	JSDRRTOADPPCHY-HSQYWUDLSA-N
quinaprilat	FLSLEGPOVLMJMN-YSSFQJQWSA-N
quinelorane	TUFADSGTJUOBEH-ZWNOBZJWSA-N
quinestrol	PWZUUYSISTUNDW-VAFBSOEGSA-N
quinethazone	AGMMTXLNIQSRCG-SECBINFHSA-N
quinidine	LOUPRKONTZGTKE-LHHVKLHASA-N
quinine	LOUPRKONTZGTKE-WZBLMQSHSA-N
quinine-ethyl-carbonate	NSBRKSWSLRQPJW-FRMGNDQPSA-N
quinolinic-acid	GJAWHXHKYYXBSV-UHFFFAOYSA-N
quinpirol-(-)	FTSUPYGMFAPCFZ-ZWNOBZJWSA-N
quipazine	XRXDAJYKGWNHTQ-UHFFFAOYSA-N
quizartinib	CVWXJKQAOSCOAB-UHFFFAOYSA-N
rabeprazole	YREYEVIYCVEVJK-RUZDIDTESA-N
rac-BHFF	RVNOANDLZIIFHB-MRXNPFEDSA-N
racecadotril	ODUOJXZPIYUATO-LJQANCHMSA-N
raclopride	WAOQONBSWFLFPE-VIFPVBQESA-N
ractopamine	YJQZYXCXBBCEAQ-SCLBCKFNSA-N
radafaxine	RCOBKSKAZMVBHT-TVQRCGJNSA-N
radezolid	BTTNOGHPGJANSW-IBGZPJMESA-N
radiprodil	GKGRZLGAQZPEHO-UHFFFAOYSA-N
radotinib	DUPWHXBITIZIKZ-UHFFFAOYSA-N
ralinepag	NPDKXVKJRHPDQT-IYARVYRRSA-N
raloxifene	GZUITABIAKMVPG-UHFFFAOYSA-N
raltegravir	CZFFBEXEKNGXKS-UHFFFAOYSA-N
raltitrexed	IVTVGDXNLFLDRM-HNNXBMFYSA-N
ramatroban	LDXDSHIEDAPSSA-OAHLLOKOSA-N
ramelteon	YLXDSYKOBKBWJQ-LBPRGKRZSA-N
ramifenazone	XOZLRRYPUKAKMU-UHFFFAOYSA-N
ramipril	HDACQVRGBOVJII-JBDAPHQKSA-N
ramosetron	NTHPAPBPFQJABD-LLVKDONJSA-N
ranirestat	QCVNMNYRNIMDKV-QGZVFWFLSA-N
ranitidine	SYNOVMDJYWJCON-UHFFFAOYSA-N
ranolazine	XKLMZUWKNUAPSZ-FQEVSTJZSA-N
rapastinel	GIBQQARAXHVEGD-BSOLPCOYSA-N
rasagiline	RUOKEQAAGRXIBM-GFCCVEGCSA-N
rauwolscine	BLGXFZZNTVWLAY-DIRVCLHFSA-N
ravoxertinib	RZUOCXOYPYGSKL-GOSISDBHSA-N
ravuconazole	OPAHEYNNJWPQPX-RCDICMHDSA-N
rebamipide	ALLWOAVDORUJLA-MRXNPFEDSA-N
rebastinib	WVXNSAVVKYZVOE-UHFFFAOYSA-N
reboxetine	CBQGYUDMJHNJBX-RTBURBONSA-N
refametinib	RDSACQWTXKSHJT-NSHDSACASA-N
regadenoson	LZPZPHGJDAGEJZ-AKAIJSEGSA-N
regorafenib	FNHKPVJBJVTLMP-UHFFFAOYSA-N
relcovaptan	CEBYCSRFKCEUSW-NAYZPBBASA-N
relebactam	SMOBCLHAZXOKDQ-ZJUUUORDSA-N
relugolix	AOMXMOCNKJTRQP-UHFFFAOYSA-N
remacemide	YSGASDXSLKIKOD-KRWDZBQOSA-N
remetinostat	XDZAHHULFQIBFE-UHFFFAOYSA-N
remimazolam	CYHWMBVXXDIZNZ-KRWDZBQOSA-N
remodelin	XAEJIFARBQJLML-UHFFFAOYSA-N
remoxipride	GUJRSXAPGDDABA-NSHDSACASA-N
repaglinide	FAEKWTJYAYMJKF-QHCPKHFHSA-N
reparixin	KQDRVXQXKZXMHP-LLVKDONJSA-N
repotrectinib	FIKPXCOQUIZNHB-WDEREUQCSA-N
repsox	LBPKYPYHDKKRFS-UHFFFAOYSA-N
resatorvid	LEEIJTHMHDMWLJ-CQSZACIVSA-N
reserpine	QEVHRUUCFGRFIF-MDEJGZGSSA-N
resibufogenin	ATLJNLYIJOCWJE-CWMZOUAVSA-N
resiquimod	BXNMTOQRYBFHNZ-UHFFFAOYSA-N
resmetirom	FDBYIYFVSAHJLY-UHFFFAOYSA-N
resminostat	FECGNJPYVFEKOD-VMPITWQZSA-N
resorcinol	GHMLBKRAJCXXBS-UHFFFAOYSA-N
resorcinol-monoacetate	ZZPKZRHERLGEKA-UHFFFAOYSA-N
resveratrol	LUKBXSAWLPMMSZ-OWOJBTEDSA-N
retagliptin	WIIAMRXFUJLYEF-SNVBAGLBSA-N
retapamulin	STZYTFJPGGDRJD-NHUWBDDWSA-N
retaspimycin	OAKGNIRUXAZDQF-TXHRRWQRSA-N
retinaldehyde	NCYCYZXNIZJOKI-OVSJKPMPSA-N
retinol	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
retinyl-acetate	QGNJRVVDBSJHIZ-QHLGVNSISA-N
retinyl-palmitate	VYGQUTWHTHXGQB-FFHKNEKCSA-N
revaprazan	LECZXZOBEZITCL-MRXNPFEDSA-N
revefenacin	FYDWDCIFZSGNBU-UHFFFAOYSA-N
reversan	JTRXWCLQFAZHGP-UHFFFAOYSA-N
reversine	ZFLJHSQHILSNCM-UHFFFAOYSA-N
reynoutrin	PZZRDJXEMZMZFD-BWYUNELBSA-N
rhein	FCDLCPWAQCPTKC-UHFFFAOYSA-N
rheochrysidin	FFWOKTFYGVYKIR-UHFFFAOYSA-N
rhodamine-123	ZWODABSNRKVFCK-UHFFFAOYSA-N
ribavirin	IWUCXVSUMQZMFG-AFCXAGJDSA-N
ribitol	HEBKCHPVOIAQTA-ZXFHETKHSA-N
ribociclib	RHXHGRAEPCAFML-UHFFFAOYSA-N
riboflavin	AUNGANRZJHBGPY-SCRDCRAPSA-N
riboflavin-5-phosphate-sodium	FVTCRASFADXXNN-SCRDCRAPSA-N
riboflavin-tetrabutyrate	MJNIWUJSIGSWKK-BBANNHEPSA-N
ribostamycin	NSKGQURZWSPSBC-VVPCINPTSA-N
ribostamycin-sulfate	NSKGQURZWSPSBC-NZJHKTKDSA-N
ricinoleic-acid	WBHHMMIMDMUBKC-QJWNTBNXSA-N
ridinilazole	UHQFBTAJFNVZIV-UHFFFAOYSA-N
rifabutin	ATEBXHFBFRCZMA-VXTBVIBXSA-N
rifampin	JQXXHWHPUNPDRT-WLSIYKJHSA-N
rifamycin	HJYYPODYNSCCOU-ODRIEIDWSA-N
rifamycin-sv	HJYYPODYNSCCOU-ODRIEIDWSA-N
rifapentine	WDZCUPBHRAEYDL-GZAUEHORSA-N
rifaximin	NZCRJKRKKOLAOJ-XRCRFVBUSA-N
rigosertib	OWBFCJROIKNMGD-BQYQJAHWSA-N
rilapladib	NNBGCSGCRSCFEA-UHFFFAOYSA-N
rilmenidine	CQXADFVORZEARL-UHFFFAOYSA-N
rilpivirine	YIBOMRUWOWDFLG-ONEGZZNKSA-N
riluzole	FTALBRSUTCGOEG-UHFFFAOYSA-N
rimantadine	UBCHPRBFMUDMNC-AAWJQDODSA-N
rimcazole	GUDVQJXODNJRIJ-CALCHBBNSA-N
rimegepant	KRNAOFGYEFKHPB-ANJVHQHFSA-N
rimeporide	GROMEQPXDKRRIE-UHFFFAOYSA-N
rimexolone	QTTRZHGPGKRAFB-OOKHYKNYSA-N
rimonabant	JZCPYUJPEARBJL-UHFFFAOYSA-N
riociguat	WXXSNCNJFUAIDG-UHFFFAOYSA-N
riodipine	AZVFIZVKGSPGPK-UHFFFAOYSA-N
riodoxol	XKFZYVWWXHCHIX-UHFFFAOYSA-N
ripasudil	QSKQVZWVLOIIEV-NSHDSACASA-N
ripazepam	YFHYNLHGFKXAIQ-UHFFFAOYSA-N
ripretinib	CEFJVGZHQAGLHS-UHFFFAOYSA-N
risdiplam	ASKZRYGFUPSJPN-UHFFFAOYSA-N
risedronate	IIDJRNMFWXDHID-UHFFFAOYSA-N
rislenemdaz	RECBFDWSXWAXHY-IAGOWNOFSA-N
risperidone	RAPZEAPATHNIPO-UHFFFAOYSA-N
ritanserin	JUQLTPCYUFPYKE-UHFFFAOYSA-N
ritodrine	IOVGROKTTNBUGK-SJKOYZFVSA-N
ritonavir	NCDNCNXCDXHOMX-XGKFQTDJSA-N
rivanicline	JUOSGGQXEBBCJB-GORDUTHDSA-N
rivaroxaban	KGFYHTZWPPHNLQ-AWEZNQCLSA-N
rivastigmine	XSVMFMHYUFZWBK-NSHDSACASA-N
rizatriptan	ULFRLSNUDGIQQP-UHFFFAOYSA-N
robalzotan	MQTUXRKNJYPMCG-CYBMUJFWSA-N
