n1_CLL	n2_CLL	cosine_distance
CVCL_1286	CVCL_1375	0.5307
CVCL_1286	CVCL_1499	0.5052
CVCL_1286	CVCL_1722	0.5284
CVCL_1286	CVCL_1796	0.5305
CVCL_1286	CVCL_2063	0.5319
CVCL_1286	CVCL_2104	0.4896
CVCL_1286	CVCL_2447	0.5021
CVCL_1286	CVCL_2588	0.4760
CVCL_1286	CVCL_5033	0.5274
CVCL_1286	CVCL_5133	0.4708
CVCL_1287	CVCL_1086	0.1659
CVCL_1287	CVCL_1107	0.2253
CVCL_1287	CVCL_1108	0.2082
CVCL_1287	CVCL_1682	0.2469
CVCL_1287	CVCL_1761	0.1947
CVCL_1287	CVCL_1767	0.2424
CVCL_1287	CVCL_2661	0.2379
CVCL_1287	CVCL_2679	0.2214
CVCL_1287	CVCL_2943	0.2527
CVCL_1287	CVCL_3599	0.2369
CVCL_1287	CVCL_8929	0.2209
CVCL_1288	CVCL_1171	0.2824
CVCL_1288	CVCL_1349	0.2840
CVCL_1288	CVCL_1682	0.3044
CVCL_1288	CVCL_1761	0.2735
CVCL_1288	CVCL_2661	0.2619
CVCL_1288	CVCL_2679	0.2738
CVCL_1288	CVCL_2680	0.2886
CVCL_1288	CVCL_2943	0.3034
CVCL_1288	CVCL_3599	0.2561
CVCL_1288	CVCL_8929	0.2926
CVCL_1288	CVCL_L083	0.3094
CVCL_1289	CVCL_1107	0.2750
CVCL_1289	CVCL_1108	0.2674
CVCL_1289	CVCL_1287	0.3036
CVCL_1289	CVCL_1764	0.2605
CVCL_1289	CVCL_1767	0.2852
CVCL_1289	CVCL_2661	0.2733
CVCL_1289	CVCL_2678	0.2332
CVCL_1289	CVCL_2679	0.2989
CVCL_1289	CVCL_5005	0.2692
CVCL_1289	CVCL_5006	0.2771
CVCL_1289	CVCL_8929	0.2631
CVCL_1290	CVCL_0539	0.0905
CVCL_1290	CVCL_0823	0.0972
CVCL_1290	CVCL_1087	0.0971
CVCL_1290	CVCL_1088	0.0927
CVCL_1290	CVCL_1101	0.0987
CVCL_1290	CVCL_1222	0.0964
CVCL_1290	CVCL_1399	0.0948
CVCL_1290	CVCL_1861	0.0951
CVCL_1290	CVCL_1877	0.0900
CVCL_1290	CVCL_2027	0.0947
CVCL_1290	CVCL_3611	0.0944
CVCL_1291	CVCL_0360	0.4761
CVCL_1291	CVCL_0363	0.4010
CVCL_1291	CVCL_1049	0.4565
CVCL_1291	CVCL_1105	0.4183
CVCL_1291	CVCL_1114	0.5080
CVCL_1291	CVCL_1292	0.4647
CVCL_1291	CVCL_1417	0.4518
CVCL_1291	CVCL_1523	0.4585
CVCL_1291	CVCL_1652	0.4752
CVCL_1291	CVCL_2465	0.5030
CVCL_1291	CVCL_3158	0.4550
CVCL_1292	CVCL_0033	0.5397
CVCL_1292	CVCL_1074	0.5316
CVCL_1292	CVCL_1218	0.5408
CVCL_1292	CVCL_1259	0.5026
CVCL_1292	CVCL_1291	0.4647
CVCL_1292	CVCL_1670	0.5182
CVCL_1292	CVCL_1767	0.5396
CVCL_1292	CVCL_2465	0.4601
CVCL_1292	CVCL_2750	0.5430
CVCL_1292	CVCL_2943	0.5467
CVCL_1292	CVCL_3158	0.5312
CVCL_1294	CVCL_0555	0.0901
CVCL_1294	CVCL_1382	0.0871
CVCL_1294	CVCL_1386	0.1114
CVCL_1294	CVCL_1708	0.0907
CVCL_1294	CVCL_1980	0.0948
CVCL_1294	CVCL_2520	0.1171
CVCL_1294	CVCL_2873	0.1132
CVCL_1294	CVCL_2917	0.1204
CVCL_1294	CVCL_5038	0.1046
CVCL_1294	CVCL_5044	0.1026
CVCL_1294	CVCL_5078	0.1200
CVCL_1298	CVCL_1113	0.4996
CVCL_1298	CVCL_1R17	0.4862
CVCL_1298	CVCL_2109	0.4683
CVCL_1298	CVCL_2585	0.4906
CVCL_1298	CVCL_2592	0.5023
CVCL_1298	CVCL_2606	0.4875
CVCL_1298	CVCL_2609	0.4717
CVCL_1298	CVCL_2950	0.5146
CVCL_1298	CVCL_B255	0.4581
CVCL_1298	CVCL_V414	0.4140
CVCL_1298	CVCL_WU66	0.4600
CVCL_1299	CVCL_0026	0.3554
CVCL_1299	CVCL_0237	0.4830
CVCL_1299	CVCL_0609	0.4748
CVCL_1299	CVCL_1119	0.4800
CVCL_1299	CVCL_1269	0.4903
CVCL_1299	CVCL_1633	0.4856
CVCL_1299	CVCL_1635	0.4245
CVCL_1299	CVCL_1636	0.4803
CVCL_1299	CVCL_1638	0.4567
CVCL_1299	CVCL_5034	0.3865
CVCL_1299	CVCL_B260	0.4814
CVCL_1300	CVCL_1635	0.3265
CVCL_1300	CVCL_1637	0.3067
CVCL_1300	CVCL_1638	0.3919
CVCL_1300	CVCL_1794	0.3796
CVCL_1300	CVCL_1849	0.3843
CVCL_1300	CVCL_3946	0.4158
CVCL_1300	CVCL_5016	0.4004
CVCL_1300	CVCL_5034	0.3589
CVCL_1300	CVCL_8098	0.4130
CVCL_1300	CVCL_B260	0.3455
CVCL_1300	CVCL_M466	0.4036
CVCL_1301	CVCL_0134	0.1786
CVCL_1301	CVCL_0270	0.1913
CVCL_1301	CVCL_1755	0.1599
CVCL_1301	CVCL_2010	0.1521
CVCL_1301	CVCL_5157	0.1721
CVCL_1301	CVCL_8001	0.1940
CVCL_1301	CVCL_8002	0.1449
CVCL_1301	CVCL_8005	0.1868
CVCL_1301	CVCL_8007	0.1523
CVCL_1301	CVCL_M156	0.1850
CVCL_1301	CVCL_U757	0.1657
CVCL_1302	CVCL_0333	0.5248
CVCL_1302	CVCL_1054	0.5275
CVCL_1302	CVCL_1376	0.5034
CVCL_1302	CVCL_1465	0.5302
CVCL_1302	CVCL_1514	0.4631
CVCL_1302	CVCL_1524	0.5329
CVCL_1302	CVCL_1546	0.5218
CVCL_1302	CVCL_1559	0.4819
CVCL_1302	CVCL_1575	0.4911
CVCL_1302	CVCL_1629	0.5360
CVCL_1302	CVCL_1651	0.5280
CVCL_1303	CVCL_0039	0.1956
CVCL_1303	CVCL_0318	0.1765
CVCL_1303	CVCL_0527	0.1501
CVCL_1303	CVCL_1057	0.1636
CVCL_1303	CVCL_1135	0.1540
CVCL_1303	CVCL_1307	0.1877
CVCL_1303	CVCL_1402	0.1687
CVCL_1303	CVCL_1672	0.1822
CVCL_1303	CVCL_1997	0.1991
CVCL_1303	CVCL_3962	0.1771
CVCL_1303	CVCL_6805	0.1645
CVCL_1304	CVCL_0294	0.3275
CVCL_1304	CVCL_1110	0.2773
CVCL_1304	CVCL_1615	0.3408
CVCL_1304	CVCL_2112	0.3550
CVCL_1304	CVCL_2785	0.3285
CVCL_1304	CVCL_2925	0.3174
CVCL_1304	CVCL_2930	0.3336
CVCL_1304	CVCL_3613	0.2857
CVCL_1304	CVCL_4655	0.3157
CVCL_1304	CVCL_4658	0.3079
CVCL_1304	CVCL_6543	0.3405
CVCL_1307	CVCL_0039	0.1941
CVCL_1307	CVCL_0318	0.2089
CVCL_1307	CVCL_0527	0.1853
CVCL_1307	CVCL_1057	0.2009
CVCL_1307	CVCL_1059	0.2231
CVCL_1307	CVCL_1303	0.1877
CVCL_1307	CVCL_1402	0.1712
CVCL_1307	CVCL_1672	0.2177
CVCL_1307	CVCL_1780	0.2131
CVCL_1307	CVCL_3962	0.2098
CVCL_1307	CVCL_6805	0.2112
CVCL_1311	CVCL_0359	0.4154
CVCL_1311	CVCL_0715	0.4709
CVCL_1311	CVCL_0726	0.4545
CVCL_1311	CVCL_0938	0.4221
CVCL_1311	CVCL_1312	0.4080
CVCL_1311	CVCL_1427	0.4290
CVCL_1311	CVCL_1518	0.4671
CVCL_1311	CVCL_1544	0.2983
CVCL_1311	CVCL_1553	0.3805
CVCL_1311	CVCL_2080	0.4173
CVCL_1311	CVCL_2597	0.4407
CVCL_1312	CVCL_0023	0.5519
CVCL_1312	CVCL_1311	0.4080
CVCL_1312	CVCL_1544	0.3720
CVCL_1312	CVCL_1545	0.5492
CVCL_1312	CVCL_1553	0.4070
CVCL_1312	CVCL_1656	0.5554
CVCL_1312	CVCL_2080	0.4916
CVCL_1312	CVCL_2419	0.5556
CVCL_1312	CVCL_5087	0.5288
CVCL_1312	CVCL_V611	0.4216
CVCL_1312	CVCL_VU89	0.5316
CVCL_1319	CVCL_0823	0.1187
CVCL_1319	CVCL_1194	0.0826
CVCL_1319	CVCL_1280	0.1176
CVCL_1319	CVCL_1320	0.1013
CVCL_1319	CVCL_1399	0.1210
CVCL_1319	CVCL_1861	0.1071
CVCL_1319	CVCL_2027	0.1190
CVCL_1319	CVCL_2526	0.0570
CVCL_1319	CVCL_3386	0.1122
CVCL_1319	CVCL_8800	0.1135
CVCL_1319	CVCL_Y548	0.1136
CVCL_1320	CVCL_0823	0.1230
CVCL_1320	CVCL_1179	0.1310
CVCL_1320	CVCL_1194	0.0953
CVCL_1320	CVCL_1319	0.1013
CVCL_1320	CVCL_1861	0.1253
CVCL_1320	CVCL_1877	0.1344
CVCL_1320	CVCL_2027	0.1250
CVCL_1320	CVCL_2526	0.1005
CVCL_1320	CVCL_3386	0.1141
CVCL_1320	CVCL_8800	0.1200
CVCL_1320	CVCL_Y548	0.1220
CVCL_1321	CVCL_0064	0.1476
CVCL_1321	CVCL_0258	0.1298
CVCL_1321	CVCL_0614	0.1282
CVCL_1321	CVCL_1071	0.1261
CVCL_1321	CVCL_1619	0.1548
CVCL_1321	CVCL_1620	0.1590
CVCL_1321	CVCL_1632	0.1452
CVCL_1321	CVCL_2071	0.1355
CVCL_1321	CVCL_2122	0.1142
CVCL_1321	CVCL_2191	0.1662
CVCL_1321	CVCL_2196	0.1460
CVCL_1323	CVCL_0401	0.3300
CVCL_1323	CVCL_0844	0.3160
CVCL_1323	CVCL_1233	0.2781
CVCL_1323	CVCL_1691	0.3134
CVCL_1323	CVCL_1706	0.2762
CVCL_1323	CVCL_1715	0.3241
CVCL_1323	CVCL_1722	0.3270
CVCL_1323	CVCL_3954	0.2881
CVCL_1323	CVCL_3957	0.2646
CVCL_1323	CVCL_5010	0.2827
CVCL_1323	CVCL_5033	0.2948
CVCL_1324	CVCL_0466	0.1997
CVCL_1324	CVCL_1280	0.1990
CVCL_1324	CVCL_1361	0.2032
CVCL_1324	CVCL_1414	0.2206
CVCL_1324	CVCL_2098	0.2112
CVCL_1324	CVCL_2209	0.1575
CVCL_1324	CVCL_2889	0.2085
CVCL_1324	CVCL_3032	0.2218
CVCL_1324	CVCL_8796	0.1754
CVCL_1324	CVCL_H614	0.1874
CVCL_1324	CVCL_H637	0.1650
CVCL_1325	CVCL_0511	0.0969
CVCL_1325	CVCL_0539	0.0954
CVCL_1325	CVCL_1087	0.0977
CVCL_1325	CVCL_1088	0.0737
CVCL_1325	CVCL_1168	0.0789
CVCL_1325	CVCL_1222	0.0956
CVCL_1325	CVCL_1660	0.0808
CVCL_1325	CVCL_1861	0.0896
CVCL_1325	CVCL_1877	0.0839
CVCL_1325	CVCL_1889	0.0618
CVCL_1325	CVCL_2676	0.0934
CVCL_1327	CVCL_0089	0.1609
CVCL_1327	CVCL_0092	0.1756
CVCL_1327	CVCL_0624	0.1623
CVCL_1327	CVCL_1380	0.1340
CVCL_1327	CVCL_1422	0.1678
CVCL_1327	CVCL_1424	0.1460
CVCL_1327	CVCL_1630	0.1602
CVCL_1327	CVCL_1820	0.1522
CVCL_1327	CVCL_1873	0.1758
CVCL_1327	CVCL_1913	0.1329
CVCL_1327	CVCL_2022	0.1759
CVCL_1329	CVCL_0454	0.4402
CVCL_1329	CVCL_0465	0.3978
CVCL_1329	CVCL_1405	0.4445
CVCL_1329	CVCL_1615	0.4027
CVCL_1329	CVCL_1627	0.3796
CVCL_1329	CVCL_1882	0.4215
CVCL_1329	CVCL_2419	0.4549
CVCL_1329	CVCL_2420	0.4098
CVCL_1329	CVCL_2672	0.4332
CVCL_1329	CVCL_3114	0.3416
CVCL_1329	CVCL_5014	0.3919
CVCL_1330	CVCL_1087	0.2259
CVCL_1330	CVCL_1280	0.2224
CVCL_1330	CVCL_1319	0.2274
CVCL_1330	CVCL_1660	0.2251
CVCL_1330	CVCL_1861	0.2113
CVCL_1330	CVCL_2027	0.2296
CVCL_1330	CVCL_2096	0.2153
CVCL_1330	CVCL_2526	0.2018
CVCL_1330	CVCL_4613	0.2252
CVCL_1330	CVCL_8800	0.2327
CVCL_1330	CVCL_X504	0.2383
CVCL_1331	CVCL_0397	0.2168
CVCL_1331	CVCL_1385	0.2049
CVCL_1331	CVCL_1386	0.2078
CVCL_1331	CVCL_1708	0.2177
CVCL_1331	CVCL_1768	0.2407
CVCL_1331	CVCL_1980	0.1722
CVCL_1331	CVCL_3084	0.2325
CVCL_1331	CVCL_5044	0.2038
CVCL_1331	CVCL_5086	0.2093
CVCL_1331	CVCL_5111	0.2428
CVCL_1331	CVCL_8877	0.2058
CVCL_1334	CVCL_1087	0.1361
CVCL_1334	CVCL_1222	0.1484
CVCL_1334	CVCL_1320	0.1419
CVCL_1334	CVCL_1806	0.1137
CVCL_1334	CVCL_1823	0.1492
CVCL_1334	CVCL_1861	0.1478
CVCL_1334	CVCL_1877	0.1442
CVCL_1334	CVCL_1881	0.1335
CVCL_1334	CVCL_2992	0.1315
CVCL_1334	CVCL_2993	0.1491
CVCL_1334	CVCL_5209	0.1444
CVCL_1335	CVCL_1218	0.3059
CVCL_1335	CVCL_1287	0.3079
CVCL_1335	CVCL_1761	0.2792
CVCL_1335	CVCL_1767	0.3006
CVCL_1335	CVCL_2661	0.2426
CVCL_1335	CVCL_2679	0.2566
CVCL_1335	CVCL_2943	0.2923
CVCL_1335	CVCL_3336	0.3007
CVCL_1335	CVCL_5017	0.3013
CVCL_1335	CVCL_5048	0.3088
CVCL_1335	CVCL_8929	0.2841
CVCL_1338	CVCL_0205	0.2711
CVCL_1338	CVCL_0542	0.3320
CVCL_1338	CVCL_1055	0.3225
CVCL_1338	CVCL_1301	0.2915
CVCL_1338	CVCL_1547	0.3446
CVCL_1338	CVCL_1567	0.3345
CVCL_1338	CVCL_1577	0.3246
CVCL_1338	CVCL_1595	0.2979
CVCL_1338	CVCL_1755	0.3106
CVCL_1338	CVCL_8002	0.3209
CVCL_1338	CVCL_U757	0.3028
CVCL_1339	CVCL_0346	0.1014
CVCL_1339	CVCL_0528	0.0846
CVCL_1339	CVCL_1123	0.1060
CVCL_1339	CVCL_1341	0.0837
CVCL_1339	CVCL_1510	0.1293
CVCL_1339	CVCL_1695	0.0984
CVCL_1339	CVCL_1701	0.1245
CVCL_1339	CVCL_2141	0.1219
CVCL_1339	CVCL_2143	0.1147
CVCL_1339	CVCL_5627	0.1245
CVCL_1339	CVCL_AX42	0.1192
CVCL_1340	CVCL_0346	0.4935
CVCL_1340	CVCL_0528	0.4687
CVCL_1340	CVCL_0531	0.4874
CVCL_1340	CVCL_1123	0.4883
CVCL_1340	CVCL_1125	0.4365
CVCL_1340	CVCL_1341	0.4880
CVCL_1340	CVCL_1700	0.3970
CVCL_1340	CVCL_5083	0.4857
CVCL_1340	CVCL_5627	0.4530
CVCL_1340	CVCL_AX42	0.4822
CVCL_1340	CVCL_AX49	0.4691
CVCL_1341	CVCL_0346	0.0686
CVCL_1341	CVCL_0528	0.0518
CVCL_1341	CVCL_1123	0.0703
CVCL_1341	CVCL_1339	0.0837
CVCL_1341	CVCL_1454	0.0850
CVCL_1341	CVCL_1510	0.0883
CVCL_1341	CVCL_1695	0.0607
CVCL_1341	CVCL_1701	0.0756
CVCL_1341	CVCL_2141	0.0787
CVCL_1341	CVCL_2143	0.0694
CVCL_1341	CVCL_5627	0.0699
CVCL_1343	CVCL_0633	0.3958
CVCL_1343	CVCL_0698	0.4004
CVCL_1343	CVCL_0715	0.3961
CVCL_1343	CVCL_0863	0.3565
CVCL_1343	CVCL_0891	0.4047
CVCL_1343	CVCL_0941	0.3914
CVCL_1343	CVCL_0966	0.3979
CVCL_1343	CVCL_0979	0.3891
CVCL_1343	CVCL_1031	0.3920
CVCL_1343	CVCL_1743	0.4037
CVCL_1343	CVCL_V617	0.3924
CVCL_1344	CVCL_1171	0.4683
CVCL_1344	CVCL_1287	0.4729
CVCL_1344	CVCL_1681	0.4374
CVCL_1344	CVCL_1761	0.4452
CVCL_1344	CVCL_2308	0.4581
CVCL_1344	CVCL_2309	0.4693
CVCL_1344	CVCL_2314	0.4553
CVCL_1344	CVCL_2679	0.4287
CVCL_1344	CVCL_3599	0.4517
CVCL_1344	CVCL_5137	0.4109
CVCL_1344	CVCL_L085	0.4670
CVCL_1345	CVCL_0029	0.4488
CVCL_1345	CVCL_0465	0.4416
CVCL_1345	CVCL_1627	0.4376
CVCL_1345	CVCL_1882	0.4024
CVCL_1345	CVCL_2420	0.4476
CVCL_1345	CVCL_2672	0.4110
CVCL_1345	CVCL_2785	0.4464
CVCL_1345	CVCL_3116	0.4389
CVCL_1345	CVCL_4649	0.4396
CVCL_1345	CVCL_5007	0.3547
CVCL_1345	CVCL_5014	0.4121
CVCL_1347	CVCL_1355	0.4601
CVCL_1347	CVCL_1372	0.4427
CVCL_1347	CVCL_1761	0.4554
CVCL_1347	CVCL_1767	0.4681
CVCL_1347	CVCL_2309	0.4583
CVCL_1347	CVCL_2661	0.4015
CVCL_1347	CVCL_2914	0.4398
CVCL_1347	CVCL_5071	0.4695
CVCL_1347	CVCL_5137	0.3834
CVCL_1347	CVCL_8929	0.4544
CVCL_1347	CVCL_V586	0.3854
CVCL_1348	CVCL_1060	0.3881
CVCL_1348	CVCL_1108	0.3870
CVCL_1348	CVCL_1171	0.3730
CVCL_1348	CVCL_1288	0.3741
CVCL_1348	CVCL_1349	0.3826
CVCL_1348	CVCL_1354	0.3353
CVCL_1348	CVCL_1761	0.3452
CVCL_1348	CVCL_2661	0.3538
CVCL_1348	CVCL_2679	0.3964
CVCL_1348	CVCL_8929	0.3870
CVCL_1348	CVCL_L083	0.3450
CVCL_1349	CVCL_1060	0.3314
CVCL_1349	CVCL_1171	0.3130
CVCL_1349	CVCL_1288	0.2840
CVCL_1349	CVCL_1335	0.3149
CVCL_1349	CVCL_1761	0.2603
CVCL_1349	CVCL_2661	0.1890
CVCL_1349	CVCL_2679	0.3246
CVCL_1349	CVCL_2914	0.3251
CVCL_1349	CVCL_3599	0.2538
CVCL_1349	CVCL_8929	0.3071
CVCL_1349	CVCL_V586	0.3353
CVCL_1350	CVCL_0042	0.4948
CVCL_1350	CVCL_1131	0.5508
CVCL_1350	CVCL_1197	0.5467
CVCL_1350	CVCL_1258	0.5373
CVCL_1350	CVCL_1289	0.5518
CVCL_1350	CVCL_1344	0.4911
CVCL_1350	CVCL_1349	0.5443
CVCL_1350	CVCL_1355	0.5080
CVCL_1350	CVCL_2034	0.5171
CVCL_1350	CVCL_2308	0.5210
CVCL_1350	CVCL_5137	0.5029
CVCL_1351	CVCL_0707	0.3376
CVCL_1351	CVCL_1187	0.3129
CVCL_1351	CVCL_1193	0.3029
CVCL_1351	CVCL_2310	0.3360
CVCL_1351	CVCL_2313	0.2947
CVCL_1351	CVCL_2751	0.3384
CVCL_1351	CVCL_2807	0.3559
CVCL_1351	CVCL_3055	0.2587
CVCL_1351	CVCL_3629	0.3626
CVCL_1351	CVCL_5006	0.3299
CVCL_1351	CVCL_S507	0.3286
CVCL_1352	CVCL_1107	0.4443
CVCL_1352	CVCL_1171	0.4384
CVCL_1352	CVCL_1218	0.4167
CVCL_1352	CVCL_1335	0.3668
CVCL_1352	CVCL_1349	0.3850
CVCL_1352	CVCL_1670	0.4331
CVCL_1352	CVCL_1761	0.3711
CVCL_1352	CVCL_1808	0.4023
CVCL_1352	CVCL_2661	0.4262
CVCL_1352	CVCL_2750	0.4505
CVCL_1352	CVCL_3599	0.4506
CVCL_1353	CVCL_1083	0.4236
CVCL_1353	CVCL_1086	0.4423
CVCL_1353	CVCL_1335	0.3843
CVCL_1353	CVCL_1761	0.4320
CVCL_1353	CVCL_2661	0.4258
CVCL_1353	CVCL_2914	0.4039
CVCL_1353	CVCL_2943	0.4364
CVCL_1353	CVCL_3174	0.4393
CVCL_1353	CVCL_5071	0.4395
CVCL_1353	CVCL_8929	0.4379
CVCL_1353	CVCL_V586	0.4029
CVCL_1354	CVCL_1107	0.2848
CVCL_1354	CVCL_1218	0.2764
CVCL_1354	CVCL_1335	0.3092
CVCL_1354	CVCL_1761	0.2316
CVCL_1354	CVCL_1767	0.2470
CVCL_1354	CVCL_2661	0.2400
CVCL_1354	CVCL_2678	0.2709
CVCL_1354	CVCL_2679	0.2700
CVCL_1354	CVCL_2750	0.3087
CVCL_1354	CVCL_2943	0.2524
CVCL_1354	CVCL_3599	0.2975
CVCL_1355	CVCL_1086	0.3373
CVCL_1355	CVCL_1287	0.3350
CVCL_1355	CVCL_1682	0.3291
CVCL_1355	CVCL_1761	0.3325
CVCL_1355	CVCL_2308	0.3282
CVCL_1355	CVCL_2309	0.3373
CVCL_1355	CVCL_2661	0.3243
CVCL_1355	CVCL_2678	0.3404
CVCL_1355	CVCL_3174	0.3187
CVCL_1355	CVCL_3336	0.3213
CVCL_1355	CVCL_5017	0.3129
CVCL_1356	CVCL_0707	0.4318
CVCL_1356	CVCL_0928	0.4296
CVCL_1356	CVCL_1187	0.2420
CVCL_1356	CVCL_1351	0.4092
CVCL_1356	CVCL_2310	0.3435
CVCL_1356	CVCL_2313	0.2762
CVCL_1356	CVCL_2751	0.3585
CVCL_1356	CVCL_2807	0.3676
CVCL_1356	CVCL_3055	0.3212
CVCL_1356	CVCL_3174	0.3505
CVCL_1356	CVCL_U797	0.3918
CVCL_1357	CVCL_0566	0.2813
CVCL_1357	CVCL_0597	0.2532
CVCL_1357	CVCL_1087	0.2749
CVCL_1357	CVCL_1334	0.2841
CVCL_1357	CVCL_1600	0.2912
CVCL_1357	CVCL_1625	0.2656
CVCL_1357	CVCL_1881	0.2806
CVCL_1357	CVCL_2676	0.2814
CVCL_1357	CVCL_2992	0.2630
CVCL_1357	CVCL_2993	0.2457
CVCL_1357	CVCL_5209	0.2561
CVCL_1361	CVCL_1280	0.1744
CVCL_1361	CVCL_1324	0.2032
CVCL_1361	CVCL_1861	0.2061
CVCL_1361	CVCL_2096	0.1571
CVCL_1361	CVCL_2526	0.2020
CVCL_1361	CVCL_2889	0.1858
CVCL_1361	CVCL_8796	0.1930
CVCL_1361	CVCL_8797	0.1952
CVCL_1361	CVCL_8800	0.2061
CVCL_1361	CVCL_H614	0.2057
CVCL_1361	CVCL_H637	0.1379
CVCL_1362	CVCL_0466	0.1929
CVCL_1362	CVCL_1280	0.2330
CVCL_1362	CVCL_2093	0.1504
CVCL_1362	CVCL_2096	0.2100
CVCL_1362	CVCL_2209	0.1725
CVCL_1362	CVCL_2541	0.2212
CVCL_1362	CVCL_2889	0.2152
CVCL_1362	CVCL_3386	0.2272
CVCL_1362	CVCL_8796	0.2004
CVCL_1362	CVCL_H614	0.2211
CVCL_1362	CVCL_H637	0.1884
CVCL_1372	CVCL_1335	0.4395
CVCL_1372	CVCL_1347	0.4427
CVCL_1372	CVCL_1761	0.4197
CVCL_1372	CVCL_1765	0.4374
CVCL_1372	CVCL_1767	0.3834
CVCL_1372	CVCL_2582	0.4324
CVCL_1372	CVCL_2661	0.4247
CVCL_1372	CVCL_3336	0.4450
CVCL_1372	CVCL_5071	0.3687
CVCL_1372	CVCL_5137	0.4357
CVCL_1372	CVCL_V586	0.3902
CVCL_1375	CVCL_0633	0.5324
CVCL_1375	CVCL_1052	0.4552
CVCL_1375	CVCL_1070	0.4363
CVCL_1375	CVCL_1226	0.4805
CVCL_1375	CVCL_1229	0.4781
CVCL_1375	CVCL_1286	0.5307
CVCL_1375	CVCL_1415	0.4399
CVCL_1375	CVCL_2447	0.5253
CVCL_1375	CVCL_2798	0.4871
CVCL_1375	CVCL_3954	0.4945
CVCL_1375	CVCL_5167	0.4733
CVCL_1376	CVCL_1465	0.3658
CVCL_1376	CVCL_1524	0.3412
CVCL_1376	CVCL_1550	0.3920
CVCL_1376	CVCL_1561	0.3245
CVCL_1376	CVCL_1638	0.4123
CVCL_1376	CVCL_1639	0.4180
CVCL_1376	CVCL_1651	0.3674
CVCL_1376	CVCL_1731	0.3974
CVCL_1376	CVCL_2061	0.3746
CVCL_1376	CVCL_5051	0.3549
CVCL_1376	CVCL_5126	0.4152
CVCL_1379	CVCL_0031	0.3482
CVCL_1379	CVCL_0033	0.3395
CVCL_1379	CVCL_0179	0.3517
CVCL_1379	CVCL_0553	0.3306
CVCL_1379	CVCL_1106	0.3503
CVCL_1379	CVCL_1115	0.3353
