ENSG00000000003	O43657
ENST00000360265	Q8N556
ENST00000360270	P26038
ENST00000360271	Q3KQV9
ENST00000360273	Q01814
ENST00000360274	P31321
ENST00000360279	Q8IZP9
ENST00000360280	Q96RL7
ENST00000360284	P22736
ENST00000360289	P19367
ENST00000360290	Q5SZL2
ENST00000360295	Q53EL9
ENST00000360299	P61020
ENST00000360301	Q6PFW1
ENST00000360304	Q15746
ENST00000360310	Q9NRL2
ENST00000360311	A6NHJ4
ENST00000360314	Q9NQ75
ENST00000360315	Q86YP4
ENST00000360317	Q8TAX9
ENST00000360319	P21333
ENST00000360321	Q9NUD7
ENST00000360323	P17693
ENST00000360325	O95471
ENST00000360332	P45983
ENST00000360338	Q14592
ENST00000360342	O60299
ENST00000360345	Q8WTT0
ENST00000360348	Q06455
ENST00000360351	P11137
ENST00000360356	Q8IXQ6
ENST00000360358	Q7Z3T1
ENST00000360359	Q92625
ENST00000360366	Q8IVF5
ENST00000360370	Q96GZ6
ENST00000360372	P45379
ENST00000360374	A6NL26
ENST00000360375	Q9C099
ENST00000360379	P22532
ENST00000360380	Q15468
ENST00000360383	Q13042
ENST00000360384	P61978
ENST00000360385	Q96PQ6
ENST00000360388	Q5T1Q4
ENST00000360392	Q9C026
ENST00000360403	Q9NR50
ENST00000360409	O60462
ENST00000360413	O43295
ENST00000360416	P35580
ENST00000360418	P22309
ENST00000360421	Q4U2R8
ENST00000360423	P0DMN0
ENST00000360426	O95793
ENST00000360428	Q14574
ENST00000360430	Q00987
ENST00000360439	Q96ST3
ENST00000360442	O96013
ENST00000360448	Q4VX76
ENST00000360453	Q86YN6
ENST00000360454	Q6UWE3
ENST00000360458	Q15014
ENST00000360461	Q58EX7
ENST00000360463	Q9UN36
ENST00000360464	A6NFH5
ENST00000360465	Q3MIS6
ENST00000360466	Q8N2K1
ENST00000360467	P08572
ENST00000360468	P49641
ENST00000360472	Q15121
ENST00000360473	Q8N5I3
ENST00000360476	P08949
ENST00000360478	Q86VF7
ENST00000360480	O43526
ENST00000360482	Q6ZMY3
ENST00000360488	O00624
ENST00000360490	P08473
ENST00000360497	Q9Y210
ENST00000360500	Q9UMR7
ENST00000360505	Q8NEC7
ENST00000360506	Q5VTE6
ENST00000360507	Q9BV87
ENST00000360509	Q3MJ13
ENST00000360515	Q9NRR3
ENST00000360521	Q16875
ENST00000360524	A2RUR9
ENST00000360525	P57054
ENST00000360526	P23141
ENST00000360529	O75037
ENST00000360534	P27487
ENST00000360535	Q96DZ5
ENST00000360537	Q9UM63
ENST00000360538	Q9NS56
ENST00000360540	Q96MG8
ENST00000360541	P62495
ENST00000360542	Q6PEX3
ENST00000360561	O95359
ENST00000360564	Q9ULZ9
ENST00000360565	Q9H7N4
ENST00000360566	P31350
ENST00000360568	O15460
ENST00000360570	Q9NVQ4
ENST00000360578	O94811
ENST00000360579	Q9UBQ0
ENST00000360581	Q6W5P4
ENST00000360584	P48067
ENST00000360586	O75717
ENST00000360587	Q6P050
ENST00000360589	Q8N9V6
ENST00000360591	Q9Y6J8
ENST00000360594	Q8N9U0
ENST00000360595	Q14814
ENST00000360596	Q9NR19
ENST00000360605	O94763
ENST00000360607	O95460
ENST00000360612	Q86V86
ENST00000360614	P36776
ENST00000360617	P07288
ENST00000360631	O15075
ENST00000360632	Q9GZV5
ENST00000360635	O14713
ENST00000360639	Q6ZRI6
ENST00000360642	P51790
ENST00000360647	Q9UQR1
ENST00000360648	O75914
ENST00000360652	Q9H1Q7
ENST00000360655	Q8IVL1
ENST00000360657	O00476
ENST00000360658	Q9NR96
ENST00000360663	P16298
ENST00000360668	Q9H492
ENST00000360669	Q9UHL3
ENST00000360672	Q9H6Q3
ENST00000360674	Q13444
ENST00000360675	Q8TCE9
ENST00000360683	Q9Y6M4
ENST00000360689	Q9BYC5
ENST00000360693	Q13639
ENST00000360694	Q03181
ENST00000360697	P78563
ENST00000360700	Q9Y462
ENST00000360708	Q86WB0
ENST00000360716	Q8IY82
ENST00000360718	Q13501
ENST00000360719	Q92523
ENST00000360726	Q8TEZ7
ENST00000360729	Q8N184
ENST00000360731	Q96NY7
ENST00000360742	Q6NXR4
ENST00000360743	Q8TDW4
ENST00000360760	Q9NUQ6
ENST00000360761	O43497
ENST00000360768	Q8N0U8
ENST00000360770	P59991
ENST00000360772	Q15746
ENST00000360774	Q9BX84
ENST00000360779	Q9H190
ENST00000360785	Q8NBC4
ENST00000360786	P57773
ENST00000360787	P22626
ENST00000360793	P49447
ENST00000360796	Q96G97
ENST00000360798	Q86X29
ENST00000360802	Q5T6F2
ENST00000360803	Q9BZE4
ENST00000360804	P10451
ENST00000360807	Q9P2E9
ENST00000360814	Q9H1C3
ENST00000360816	Q9NTX9
ENST00000360817	P09871
ENST00000360820	Q6P3W7
ENST00000360827	A6PVY3
ENST00000360835	Q8IWY4
ENST00000360839	Q8IWZ3
ENST00000360840	Q9BZE1
ENST00000360843	Q9UKI8
ENST00000360844	Q08ET2
ENST00000360845	Q9NVN8
ENST00000360851	Q9NZL6
ENST00000360862	Q9H7X0
ENST00000360863	Q8NE09
ENST00000360864	Q9H3Z4
ENST00000360870	Q8WZ42
ENST00000360871	Q9NQV6
ENST00000360872	O43561
ENST00000360876	P55884
ENST00000360880	P56693
ENST00000360890	Q6ZS81
ENST00000360900	Q2M296
ENST00000360905	Q8IUD2
ENST00000360906	Q9NPP4
ENST00000360909	Q9Y4D1
ENST00000360911	Q9ULU4
ENST00000360916	Q8N7B6
ENST00000360929	Q9BYH1
ENST00000360937	P19801
ENST00000360938	P15036
ENST00000360943	Q9H832
ENST00000360945	Q6UXN7
ENST00000360947	Q9P2Y4
ENST00000360948	Q16288
ENST00000360951	Q9H0M4
ENST00000360954	Q9Y662
ENST00000360957	Q8WUF5
ENST00000360961	Q9Y5U8
ENST00000360962	Q8N6T0
ENST00000360963	Q9NY47
ENST00000360966	P05230
ENST00000360981	Q9BQY9
ENST00000360982	Q9Y2A7
ENST00000360986	Q66K79
ENST00000360995	Q6ZN18
ENST00000360997	O95990
ENST00000360998	Q96SI9
ENST00000361006	Q14161
ENST00000361007	O00159
ENST00000361010	P06881
ENST00000361017	P17538
ENST00000361028	O43309
ENST00000361033	Q8WW34
ENST00000361034	Q6IC98
ENST00000361035	Q9NYQ3
ENST00000361036	O43292
ENST00000361040	Q3T8J9
ENST00000361042	Q9UPY6
ENST00000361048	Q5SXH7
ENST00000361050	Q2M385
ENST00000361053	Q9BYV7
ENST00000361054	O94967
ENST00000361055	Q8TBC4
ENST00000361056	Q9NQ76
ENST00000361060	Q06210
ENST00000361066	P21266
ENST00000361069	Q9Y6N6
ENST00000361070	Q6PCD5
ENST00000361076	P46379
ENST00000361078	Q8TB72
ENST00000361084	P57735
ENST00000361085	P17032
ENST00000361092	Q9NWW6
ENST00000361093	P22102
ENST00000361099	P42224
ENST00000361101	Q15438
ENST00000361113	Q7L945
ENST00000361114	Q9BPX6
ENST00000361115	Q9NRJ3
ENST00000361124	Q6GPH6
ENST00000361125	Q9HCE7
ENST00000361127	O94898
ENST00000361128	Q7KZI7
ENST00000361131	Q8TAE6
ENST00000361132	Q8N431
ENST00000361134	Q8N130
ENST00000361138	Q8IY18
ENST00000361143	Q96IU4
ENST00000361144	Q674X7
ENST00000361147	Q9UGI6
ENST00000361148	O95229
ENST00000361150	O60313
ENST00000361156	Q86YF9
ENST00000361157	P09912
ENST00000361162	Q14498
ENST00000361168	P49760
ENST00000361170	Q86VI3
ENST00000361171	Q9H7P6
ENST00000361175	O95340
ENST00000361183	P47755
ENST00000361188	O43663
ENST00000361189	O43164
ENST00000361191	Q96GD3
ENST00000361193	Q86WA9
ENST00000361195	Q96PU8
ENST00000361198	Q86U70
ENST00000361200	Q5VZP5
ENST00000361204	Q12772
ENST00000361209	O75129
ENST00000361216	P50993
ENST00000361217	O75064
ENST00000361219	Q8NC51
ENST00000361221	Q9HCE6
ENST00000361226	Q8N2Y8
ENST00000361227	P03897
ENST00000361228	O75901
ENST00000361229	Q6PI77
ENST00000361232	O00478
ENST00000361234	Q969K3
ENST00000361236	Q8N131
ENST00000361242	Q7Z3C6
ENST00000361243	Q12802
ENST00000361246	Q9Y5S2
ENST00000361247	Q92974
ENST00000361248	P50539
ENST00000361249	P07357
ENST00000361254	Q8TDQ1
ENST00000361255	Q9BX84
ENST00000361256	Q5T280
ENST00000361264	Q5T6F0
ENST00000361265	Q96IF1
ENST00000361271	B0YJ81
ENST00000361272	Q9UIV1
ENST00000361278	Q969Z0
ENST00000361283	Q96JM3
ENST00000361288	Q15544
ENST00000361297	Q6P0Q8
ENST00000361298	Q00994
ENST00000361300	Q96KR7
ENST00000361306	Q8IUX8
ENST00000361308	P02545
ENST00000361309	Q08722
ENST00000361310	Q7Z4V0
ENST00000361311	O94985
ENST00000361314	Q96SL4
ENST00000361317	Q15560
ENST00000361319	Q9UN42
ENST00000361320	Q86VH5
ENST00000361321	Q9H582
ENST00000361322	Q96NX5
ENST00000361328	P17040
ENST00000361332	O60716
ENST00000361335	P03901
ENST00000361337	P11387
ENST00000361339	Q96RY7
ENST00000361346	Q9UPW0
ENST00000361351	Q96S82
ENST00000361352	O00534
ENST00000361354	Q9Y2A7
ENST00000361355	P19961
ENST00000361357	Q99759
ENST00000361360	P20264
ENST00000361361	P81408
ENST00000361362	Q6ZN57
ENST00000361365	O14602
ENST00000361367	Q6PD62
ENST00000361368	Q9HCE7
ENST00000361371	O94822
ENST00000361373	O75112
ENST00000361377	O96033
ENST00000361379	P19237
ENST00000361381	P03905
ENST00000361383	Q8WYA6
ENST00000361384	Q6PJP8
ENST00000361387	Q9NTW7
ENST00000361389	O43708
ENST00000361390	P03886
ENST00000361391	O60716
ENST00000361392	Q11203
ENST00000361395	P62508
ENST00000361396	Q86YF9
ENST00000361400	Q11203
ENST00000361409	O15085
ENST00000361413	Q2KHM9
ENST00000361417	Q86UU1
ENST00000361418	Q7Z4S6
ENST00000361420	Q8N6C5
ENST00000361421	O94900
ENST00000361424	Q9BXR5
ENST00000361427	P05204
ENST00000361428	Q5VUA4
ENST00000361432	Q8TCE6
ENST00000361434	O94910
ENST00000361436	P30050
ENST00000361439	Q8WV22
ENST00000361441	Q9NRW3
ENST00000361443	Q8IXZ3
ENST00000361445	P42345
ENST00000361452	P35240
ENST00000361453	P03891
ENST00000361464	O60502
ENST00000361466	Q00872
ENST00000361470	Q9HCI5
ENST00000361471	P11532
ENST00000361474	O14511
ENST00000361475	P21980
ENST00000361478	Q8NG27
ENST00000361479	Q99549
ENST00000361483	Q8N4B1
ENST00000361484	Q5BKY1
ENST00000361487	P55771
ENST00000361488	Q8TC76
ENST00000361490	Q92902
ENST00000361499	Q9P2D6
ENST00000361503	P23141
ENST00000361505	P00491
ENST00000361507	Q9UQC2
ENST00000361509	Q9P2J2
ENST00000361510	O60313
ENST00000361511	O14829
ENST00000361516	Q96LA5
ENST00000361518	Q8NB15
ENST00000361521	O00154
ENST00000361523	Q14457
ENST00000361524	Q96K83
ENST00000361525	P62508
ENST00000361528	O95628
ENST00000361529	Q6Q0C1
ENST00000361530	Q969H4
ENST00000361531	Q96A35
ENST00000361532	O43768
ENST00000361539	Q9C0B6
ENST00000361544	Q9UNH5
ENST00000361545	Q9UDT6
ENST00000361546	Q14157
ENST00000361547	Q9NZV5
ENST00000361548	Q8TE85
ENST00000361556	Q96SU4
ENST00000361557	O43164
ENST00000361559	P11137
ENST00000361560	Q9H1J5
ENST00000361564	Q9NRP0
ENST00000361565	Q96P70
ENST00000361566	P08727
ENST00000361567	P03915
ENST00000361568	Q9UMR5
ENST00000361571	O94983
ENST00000361572	Q06330
ENST00000361573	Q9Y2E8
ENST00000361574	Q96D70
ENST00000361575	P62891
ENST00000361577	Q9Y4F4
ENST00000361580	Q92845
ENST00000361581	Q6H8Q1
ENST00000361582	Q86Y13
ENST00000361584	Q9UJL9
ENST00000361588	Q96GW7
ENST00000361589	Q8N2Q7
ENST00000361599	Q03060
ENST00000361600	Q5JY77
ENST00000361603	P29400
ENST00000361605	Q8IYL3
ENST00000361611	P28074
ENST00000361618	O75121
ENST00000361619	Q969Y2
ENST00000361624	P00395
ENST00000361627	Q6P4F7
ENST00000361631	O43768
ENST00000361632	Q99062
ENST00000361640	O95154
ENST00000361644	O15480
ENST00000361648	Q8NB49
ENST00000361655	Q9BZA7
ENST00000361658	Q8IYT8
ENST00000361660	Q9NV66
ENST00000361661	Q9H2B4
ENST00000361664	Q8NA69
ENST00000361669	Q14832
ENST00000361671	Q5VZE5
ENST00000361672	Q8N5Y2
ENST00000361673	Q86TB3
ENST00000361675	Q05682
ENST00000361676	P35240
ENST00000361677	Q96C34
ENST00000361678	Q9P2S6
ENST00000361680	Q6ZMY6
ENST00000361681	P03923
ENST00000361682	P21964
ENST00000361684	Q9Y519
ENST00000361685	Q00872
ENST00000361686	Q96JF0
ENST00000361687	Q8TEA7
ENST00000361689	Q9UPN3
ENST00000361696	O95399
ENST00000361699	P32004
ENST00000361703	O00476
ENST00000361704	Q9NXR7
ENST00000361705	Q96GD3
ENST00000361710	O95236
ENST00000361711	Q9UJX0
ENST00000361716	P23763
ENST00000361717	Q96CG3
ENST00000361719	Q13255
ENST00000361720	Q96I76
ENST00000361722	A7MCY6
ENST00000361723	Q96PZ2
ENST00000361725	P56177
ENST00000361726	P08034
ENST00000361727	Q9UHC6
ENST00000361729	Q14209
ENST00000361731	Q8WV19
ENST00000361732	O75943
ENST00000361733	Q99759
ENST00000361735	Q8N6R0
ENST00000361737	Q6H8Q1
ENST00000361738	Q8N5J2
ENST00000361739	P00403
ENST00000361740	P00387
ENST00000361742	Q6UXK2
ENST00000361745	Q9NPF5
ENST00000361752	Q96PU8
ENST00000361756	Q9H920
ENST00000361757	Q9Y2G9
ENST00000361758	Q96PU8
ENST00000361762	O60245
ENST00000361763	P07766
ENST00000361771	Q8N5D0
ENST00000361773	O43294
ENST00000361776	Q9UPW0
ENST00000361778	Q8TEQ8
ENST00000361779	P18510
ENST00000361781	Q86VZ5
ENST00000361785	O43567
ENST00000361786	Q9C0C6
ENST00000361789	P00156
ENST00000361790	Q86X29
ENST00000361794	Q96JM7
ENST00000361795	Q9BZC1
ENST00000361796	O60716
ENST00000361799	Q5VTB9
ENST00000361802	P45844
ENST00000361804	Q9UQE7
ENST00000361807	Q8NCK3
ENST00000361812	Q11203
ENST00000361813	Q9UPR3
ENST00000361815	O75832
ENST00000361818	P46734
ENST00000361820	Q8TCU5
ENST00000361822	Q9NRM2
ENST00000361823	Q9HCF6
ENST00000361824	Q86X24
ENST00000361828	O60313
ENST00000361830	O14662
ENST00000361831	Q9H869
ENST00000361833	O14525
ENST00000361835	Q96RD9
ENST00000361837	Q7L2K0
ENST00000361840	Q5W111
ENST00000361842	Q6GPH4
ENST00000361846	Q8TDW4
ENST00000361847	Q9UQ07
ENST00000361851	P03928
ENST00000361852	Q8TE67
ENST00000361866	P12109
ENST00000361871	Q9NZV6
ENST00000361872	Q9Y692
ENST00000361874	Q14203
ENST00000361875	O75157
ENST00000361883	Q9BYS1
ENST00000361886	Q7Z5A8
ENST00000361887	Q96PV4
ENST00000361891	Q12905
ENST00000361897	O75052
ENST00000361899	P00846
ENST00000361900	Q8TAC9
ENST00000361901	Q05682
ENST00000361902	P59796
ENST00000361904	Q92879
ENST00000361906	Q9Y519
ENST00000361908	O60313
ENST00000361909	Q96MX0
ENST00000361910	Q7L4S7
ENST00000361911	Q5BKZ1
ENST00000361915	P35573
ENST00000361921	P49895
ENST00000361922	P20916
ENST00000361923	P56645
ENST00000361924	Q13439
ENST00000361926	O94989
ENST00000361927	Q8IYK4
ENST00000361933	Q9UGN4
ENST00000361936	Q8N5J2
ENST00000361941	Q9BX66
ENST00000361948	Q8WYA0
ENST00000361952	Q96NB3
ENST00000361953	Q08050
ENST00000361956	Q9H4F8
ENST00000361959	Q8TF68
ENST00000361961	Q7Z4S6
ENST00000361963	Q9Y6F8
ENST00000361965	Q8TE67
ENST00000361970	Q4G0S7
ENST00000361971	Q9ULL4
ENST00000361972	Q5VUG0
ENST00000361980	O95258
ENST00000361981	P32004
ENST00000361983	Q96EK5
ENST00000361987	P26441
ENST00000361988	Q9H237
ENST00000361991	Q9Y6M4
ENST00000361999	Q9NZM3
ENST00000362002	Q8WXK4
ENST00000362003	Q3KNV8
ENST00000362005	Q58F21
ENST00000362006	Q96M83
ENST00000362007	Q8WWB7
ENST00000362010	Q14D04
ENST00000362011	Q96DD7
ENST00000362012	P23219
ENST00000362016	Q13639
ENST00000362018	P56278
ENST00000362019	Q8N6R0
ENST00000362020	P09912
ENST00000362021	Q96H72
ENST00000362025	Q96QF0
ENST00000362026	Q86UD5
ENST00000362031	Q9UNH7
ENST00000362032	Q9BXA5
ENST00000362034	Q7Z2W9
ENST00000362042	Q14494
ENST00000362049	P46379
ENST00000362052	O43768
ENST00000362057	Q9P202
ENST00000362061	Q13698
ENST00000362063	Q9Y2D9
ENST00000362065	Q9Y2M0
ENST00000362066	Q8IZU0
ENST00000362072	P14416
ENST00000362074	Q7Z3S9
ENST00000362076	Q9BWL3
ENST00000362079	P00414
ENST00000362089	P20963
ENST00000362091	Q8NFZ0
ENST00000362093	Q9UBR5
ENST00000362095	Q9BZA8
ENST00000362096	O14607
ENST00000362097	Q6NT46
ENST00000366139	Q99689
ENST00000366159	P19438
ENST00000366175	Q15238
ENST00000366197	Q8NEK5
ENST00000366329	Q9H3J6
ENST00000366382	Q9NXS2
ENST00000366401	Q684P5
ENST00000366425	P13224
ENST00000366429	Q8IYA8
ENST00000366431	O95873
ENST00000366432	O95873
ENST00000366471	Q9BU19
ENST00000366472	Q7L8J4
ENST00000366476	A3KFT3
ENST00000366479	Q8NH16
ENST00000366481	Q8NG06
ENST00000366485	Q96R54
ENST00000366487	Q8N628
ENST00000366488	Q5JQS6
ENST00000366489	Q5JQS6
ENST00000366491	Q5JQS6
ENST00000366497	Q96P20
ENST00000366503	Q9BS34
ENST00000366504	Q8IW36
ENST00000366508	Q8WYP5
ENST00000366510	Q8NBX0
ENST00000366512	Q6PJW8
ENST00000366513	Q6PJW8
ENST00000366514	Q9H5Q4
ENST00000366523	Q5VUJ9
ENST00000366528	Q5RI15
ENST00000366531	Q5SY80
ENST00000366533	Q5SY80
ENST00000366534	Q5SY80
ENST00000366535	P30520
ENST00000366537	Q5SVJ3
ENST00000366540	Q9Y243
ENST00000366541	Q86SQ7
ENST00000366542	Q5SW79
ENST00000366543	Q5SW79
ENST00000366544	Q5SW79
ENST00000366548	Q9UQ84
ENST00000366552	B1ANS9
ENST00000366553	P26374
ENST00000366554	Q9H1Y3
ENST00000366557	O15229
ENST00000366558	O15229
ENST00000366559	O15229
ENST00000366560	P07954
ENST00000366563	P49802
ENST00000366564	P49802
ENST00000366565	P49802
ENST00000366570	Q12836
ENST00000366574	Q92736
ENST00000366577	Q99707
ENST00000366578	P35609
ENST00000366582	Q9H583
ENST00000366584	O00214
ENST00000366592	O60478
ENST00000366595	P14543
ENST00000366597	P50150
ENST00000366598	P50150
ENST00000366600	Q8NCR0
ENST00000366603	Q4LE39
ENST00000366607	Q15388
ENST00000366609	Q7Z5L9
ENST00000366610	Q7Z5L9
ENST00000366612	Q5JTJ3
ENST00000366613	Q5JTJ3
ENST00000366615	Q5JTJ3
ENST00000366617	Q8IY50
ENST00000366618	Q8IY50
ENST00000366621	O00180
ENST00000366622	Q5TCX8
ENST00000366623	Q5TCX8
ENST00000366624	Q5TCX8
ENST00000366628	Q9BSD7
ENST00000366630	Q9P2F8
ENST00000366633	Q9NRI5
ENST00000366636	Q9NRI5
ENST00000366637	Q9NRI5
ENST00000366639	Q99598
ENST00000366641	Q9GZT9
ENST00000366645	Q8IYI6
ENST00000366647	O15228
ENST00000366649	Q8NDD1
ENST00000366651	Q8NDD1
ENST00000366653	Q6ZTA4
ENST00000366654	Q96GI7
ENST00000366661	Q8NBP0
ENST00000366662	Q8NBP0
ENST00000366663	Q9H425
ENST00000366667	P01019
ENST00000366668	Q14746
ENST00000366669	Q14746
ENST00000366671	P32242
ENST00000366672	Q10471
ENST00000366675	O75529
ENST00000366684	P68133
ENST00000366686	Q6IQ19
ENST00000366687	Q6IQ19
ENST00000366690	P20338
ENST00000366691	Q7L0Q8
ENST00000366695	Q7L7L0
ENST00000366696	Q16695
ENST00000366697	Q9Y577
ENST00000366698	Q9Y577
ENST00000366699	Q96F44
ENST00000366711	Q5T440
ENST00000366714	Q5T442
ENST00000366716	Q16774
ENST00000366718	Q16774
ENST00000366726	Q16774
ENST00000366728	Q16774
ENST00000366730	Q16774
ENST00000366733	Q7Z7F7
ENST00000366734	Q7Z7F7
ENST00000366735	Q7Z7F7
ENST00000366736	Q7Z7F7
ENST00000366738	Q7Z7F7
ENST00000366739	Q7Z7F7
ENST00000366740	Q7Z7F7
ENST00000366741	Q7Z7F7
ENST00000366742	Q7Z7F7
ENST00000366744	Q7Z7F7
ENST00000366746	Q7Z7F7
ENST00000366747	Q7Z7F7
ENST00000366756	O00548
ENST00000366757	A1L453
ENST00000366759	Q5SQN1
ENST00000366760	Q5SQN1
ENST00000366767	Q5VT25
ENST00000366769	Q5VT25
ENST00000366772	Q5T6L9
ENST00000366773	Q5T6L9
ENST00000366774	Q8IZS6
ENST00000366777	Q8NI60
ENST00000366778	Q8NI60
ENST00000366780	Q8WUB8
ENST00000366782	P49810
ENST00000366783	P49810
ENST00000366784	P27987
ENST00000366787	P35442
ENST00000366788	Q69YW2
ENST00000366794	P09874
ENST00000366795	Q5SW24
ENST00000366796	Q5SW24
ENST00000366810	Q9H2W2
ENST00000366812	Q9H3P7
ENST00000366813	P84243
ENST00000366815	P84243
ENST00000366816	P84243
ENST00000366820	O00292
ENST00000366829	Q86WB7
ENST00000366834	O00270
ENST00000366835	O94886
ENST00000366837	P07099
ENST00000366839	P49458
ENST00000366843	Q8N8S7
ENST00000366844	Q8N8S7
ENST00000366847	O95684
ENST00000366848	Q0VDD8
ENST00000366850	Q0VDD8
ENST00000366857	Q9P003
ENST00000366862	Q9NVF7
ENST00000366871	O15178
ENST00000366872	A6NHC0
ENST00000366875	Q8N715
ENST00000366878	Q5VX71
ENST00000366882	Q9Y233
ENST00000366888	Q96M98
ENST00000366889	Q96M98
ENST00000366890	Q15573
ENST00000366896	O60260
ENST00000366897	O60260
ENST00000366898	O60260
ENST00000366899	Q9Y6W6
ENST00000366903	Q14774
ENST00000366910	Q5VT66
ENST00000366913	Q969Z3
ENST00000366917	Q9P0L2
ENST00000366918	Q9P0L2
ENST00000366919	Q9Y6R4
ENST00000366922	Q9NSE4
ENST00000366923	P07814
ENST00000366926	Q6XR72
ENST00000366927	Q5VWZ2
ENST00000366928	Q5VWZ2
ENST00000366929	P61812
ENST00000366930	P61812
ENST00000366932	Q9Y3B9
ENST00000366933	Q96L03
ENST00000366934	Q9NW75
ENST00000366935	Q9NW75
ENST00000366937	P62508
ENST00000366938	P62508
ENST00000366940	P62508
ENST00000366942	O75445
ENST00000366953	O15244
ENST00000366955	P49454
ENST00000366956	Q15678
ENST00000366957	Q9NRG4
ENST00000366958	Q92786
ENST00000366959	Q96S38
ENST00000366960	Q96S38
ENST00000366962	Q5VTE6
ENST00000366963	O15245
ENST00000366964	Q86V25
ENST00000366965	Q86V25
ENST00000366966	Q86V25
ENST00000366967	Q86V25
ENST00000366968	Q86V25
ENST00000366971	Q9Y5Y0
ENST00000366973	Q17R31
ENST00000366974	Q17R31
ENST00000366977	Q96IY1
ENST00000366983	P18847
ENST00000366987	P18847
ENST00000366988	Q9UMX5
ENST00000366991	Q9NZJ0
ENST00000366992	Q9NVH2
ENST00000366993	Q9NVH2
ENST00000366994	Q9NVH2
ENST00000366996	Q92604
ENST00000366997	Q92604
ENST00000366998	P51955
ENST00000366999	P51955
ENST00000367001	Q9Y6M5
ENST00000367002	Q7Z3Z2
ENST00000367004	O00463
ENST00000367005	Q9P2K3
ENST00000367006	Q9P2K3
ENST00000367010	Q5VTY9
ENST00000367012	Q9NUC0
ENST00000367015	Q8NB59
ENST00000367019	Q8NB59
ENST00000367021	O14896
ENST00000367024	Q9Y228
ENST00000367025	Q9Y228
ENST00000367026	Q9Y228
ENST00000367027	P28845
ENST00000367028	P28845
ENST00000367029	P27469
ENST00000367030	Q13751
ENST00000367033	O75051
ENST00000367034	Q9H0U6
ENST00000367041	P15529
ENST00000367042	P15529
ENST00000367047	P15529
ENST00000367048	Q9BWD1
ENST00000367051	P17927
ENST00000367053	P17927
ENST00000367054	P04179
ENST00000367055	P04179
ENST00000367057	P20023
ENST00000367058	P20023
ENST00000367064	P08174
ENST00000367066	Q8N103
ENST00000367070	P04003
ENST00000367075	P15311
ENST00000367076	P20851
ENST00000367078	P20851
ENST00000367079	O60825
ENST00000367080	O60825
ENST00000367081	Q4VX76
ENST00000367084	Q5VVQ6
ENST00000367089	P63172
ENST00000367090	Q9P2C4
ENST00000367091	O60667
ENST00000367093	Q13007
ENST00000367094	Q9NRJ4
ENST00000367096	Q9NYY1
ENST00000367097	Q9NRJ4
ENST00000367098	Q9NYY1
ENST00000367101	Q96JX3
ENST00000367103	P49137
ENST00000367106	O43781
ENST00000367108	O43781
ENST00000367109	O43781
ENST00000367114	P41214
ENST00000367123	P0DJJ0
ENST00000367126	P47901
ENST00000367128	Q5TYM5
ENST00000367134	Q7LBE3
ENST00000367135	Q7LBE3
ENST00000367136	Q6GTS8
ENST00000367137	Q8IVJ1
ENST00000367139	O14966
ENST00000367142	Q9H1E3
ENST00000367145	Q96JT2
ENST00000367147	Q8N468
ENST00000367149	Q68G75
ENST00000367151	Q68G75
ENST00000367152	Q68G75
ENST00000367153	Q68G75
ENST00000367154	Q68G75
ENST00000367155	Q8IYD2
ENST00000367156	Q8IYD2
ENST00000367157	Q9H093
ENST00000367161	Q6XUX3
ENST00000367162	Q6XUX3
ENST00000367164	Q15291
ENST00000367165	P56880
ENST00000367166	Q8WVM0
ENST00000367167	Q6P7N7
ENST00000367175	O75325
ENST00000367176	O75325
ENST00000367177	O75325
ENST00000367178	Q9UPN6
ENST00000367182	O15151
ENST00000367183	O15151
ENST00000367186	Q9UPN6
ENST00000367187	O00750
ENST00000367188	Q5SWA1
ENST00000367194	Q15726
ENST00000367201	Q9NVF9
ENST00000367202	Q9NVF9
ENST00000367204	Q9UN79
ENST00000367210	O75152
ENST00000367212	O75152
ENST00000367214	O75152
ENST00000367217	Q8IWV1
ENST00000367218	P23634
ENST00000367220	Q8WWN9
ENST00000367222	Q9UBM4
ENST00000367225	Q9UGC6
ENST00000367229	Q13231
ENST00000367230	Q9UGC7
ENST00000367231	Q9UGC7
ENST00000367233	Q9UGC7
ENST00000367235	P30542
ENST00000367236	P30542
ENST00000367241	Q9UKT4
ENST00000367242	Q8IXX5
ENST00000367243	P01282
ENST00000367244	P01282
ENST00000367245	Q8N699
ENST00000367249	Q9UHQ9
ENST00000367253	Q8NF91
ENST00000367255	Q8NF91
ENST00000367261	Q53G59
ENST00000367262	P47224
ENST00000367264	Q9UGL1
ENST00000367265	Q9UGL1
ENST00000367267	Q8N9I0
ENST00000367268	Q8N9I0
ENST00000367278	Q9HBX8
ENST00000367279	P35236
ENST00000367282	O60883
ENST00000367283	P78545
ENST00000367284	P78545
ENST00000367287	Q99595
ENST00000367288	P29536
ENST00000367294	Q9H993
ENST00000367295	Q8NEY1
ENST00000367296	Q8NEY1
ENST00000367306	P21291
ENST00000367307	Q6UB35
ENST00000367309	Q9Y5J5
ENST00000367311	Q9Y5J5
ENST00000367312	P19237
ENST00000367318	P45379
ENST00000367320	P45379
ENST00000367321	Q6UB35
ENST00000367324	Q13835
ENST00000367330	Q9P0T7
ENST00000367333	Q9P0T7
ENST00000367334	Q9P0T7
ENST00000367335	Q6PHW0
